N° Client,Nom Client,Date facture,Date d'échéance,Echu/Non échu,Libellé Facture non réglée,Facturé TTC,Règlement/Avoir ,Action,Date de régularisation,Motif rejet ,COMMENTAIRE,,
S01356,"
WATERLOT ET ASSOCIES",6/1/2020,6/1/2020,ECHU,2005060-1-LI-S01356,,297.00,297.00,12-Jun,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01368,B DOM +,3/30/2020,4/30/2020,ECHU,2003199-1-S01368,,1427.38,"1,427.38",4/30/2020,Demande d' intervention le 23/04 auprès de Benjamin,,,,,,,,,,,,,,,,,,,,,,,,,,
S01368,B DOM +,4/1/2020,5/1/2020,ECHU,1903076-9-S01368,,720.00,720.00,5/25/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01368,B DOM +,5/1/2020,6/1/2020,ECHU,1903076-10-S01368,,720.00,720.00,5/29/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01368,B DOM +,6/1/2020,6/1/2020,ECHU,1903076-11-S01368,,720.00,720.00,7/7/2020,Relance mail le 02/07,,,,,,,,,,,,,,,,,,,,,,,,,,
S01373,EXCO DOUAI,4/6/2020,4/6/2020,ECHU,2003194-1-LI-S01373,,655.40,655.40,3-Jun,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01374,BOULANGER,3/1/2020,4/1/2020,ECHU,1908069-9-S01374,,900.00,900.00,4/8/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01374,BOULANGER,4/1/2020,5/1/2020,ECHU,1908069-10-S01374,,900.00,900.00,4/8/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01374,BOULANGER,5/1/2020,6/1/2020,ECHU,1908069-11-S01374,,900.00,0.00,,Relance Benjamin le 02/07,,,,,,,,,,,,,,,,,,,,,,,,,,
S01374,BOULANGER,6/1/2020,7/1/2020,ECHU,1908069-12-S01374,,900.00,0.00,,Relance Benjamin le 02/07,,,,,,,,,,,,,,,,,,,,,,,,,,
S01374,BOULANGER,7/1/2020,8/1/2020,NON ECHU,1908069-13-S01374,,900.00,0.00,,Relance Benjamin le 02/07,,,,,,,,,,,,,,,,,,,,,,,,,,
S01385,ASSISTANCE PUBLIQUE HOPITAUX DE PAR,3/1/2020,4/1/2020,ECHU,1904168-8-S01385,,490.80,490.80,4/3/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01385,ASSISTANCE PUBLIQUE HOPITAUX DE PAR,4/1/2020,5/1/2020,ECHU,1904168-9-S01385,,490.80,0.00,,Facture envoyée sur Chorus pro le 01/07 + relance le 08/07,,,,,,,,,,,,,,,,,,,,,,,,,,
S01385,ASSISTANCE PUBLIQUE HOPITAUX DE PAR,5/1/2020,6/1/2020,ECHU,1904168-10-S01385,,490.80,0.00,,Facture envoyée sur Chorus pro le 01/07 + relance le 08/07,,,,,,,,,,,,,,,,,,,,,,,,,,
S01385,ASSISTANCE PUBLIQUE HOPITAUX DE PAR,6/1/2020,7/1/2020,ECHU,1904168-11-S01385,,490.80,0.00,,Facture envoyée sur Chorus pro le 01/07 + relance le 08/07,,,,,,,,,,,,,,,,,,,,,,,,,,
S01385,ASSISTANCE PUBLIQUE HOPITAUX DE PAR,7/1/2020,8/1/2020,NON ECHU,1904168-12-S01385,,490.80,0.00,,Facture envoyée sur Chorus pro le 01/07 + relance le 08/07,,,,,,,,,,,,,,,,,,,,,,,,,,
S01391,CHD,10/31/2019,11/30/2019,ECHU,1910259-1-S01391,,1.20,0.00,,Relance mail le 01/07,,,,,,,,,,,,,,,,,,,,,,,,,,
S01404,COMMUNE D'HOMMARTING,12/23/2019,1/23/2020,ECHU,1908138-1-LI-S01404,,183.38,183.38,5/7/2020,Mail de relance le 23/04- Retour de la secretaire de mairie qui sera présente le 29/04 et qui nous fera un retour à cette même date ,,,,,,,,,,,,,,,,,,,,,,,,,,
S01404,COMMUNE D'HOMMARTING,12/23/2019,1/23/2020,ECHU,1908138AVT1-1-LI-S01404,,18.22,18.22,5/7/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01404,COMMUNE D'HOMMARTING,3/1/2020,4/1/2020,ECHU,1908138AVT1-3-S01404,,30.36,30.36,5/7/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01404,COMMUNE D'HOMMARTING,4/1/2020,5/1/2020,ECHU,1908138AVT1-4-S01404,,30.36,30.36,5/7/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01404,COMMUNE D'HOMMARTING,5/1/2020,6/1/2020,ECHU,1908138AVT1-5-S01404,,30.36,0.00,,Relance mail le 01/07 // virement annoncé le 02/07,,,,,,,,,,,,,,,,,,,,,,,,,,
S01404,COMMUNE D'HOMMARTING,6/1/2020,7/1/2020,ECHU,1908138AVT1-6-S01404,,30.36,0.00,,Relance mail le 01/07 // virement annoncé le 02/07,,,,,,,,,,,,,,,,,,,,,,,,,,
S01404,COMMUNE D'HOMMARTING,7/1/2020,8/1/2020,NON ECHU,1908138AVT1-7-S01404,,30.36,0.00,,Relance mail le 01/07 // virement annoncé le 02/07,,,,,,,,,,,,,,,,,,,,,,,,,,
S01433,SOLUTIONS CONSOMMABLES,1/24/2020,2/24/2020,ECHU,2001249-1-S01433,,120.00,120.00,5/12/2020,Mail de relance le 23/04,,,,,,,,,,,,,,,,,,,,,,,,,,
S01475,RGC,6/26/2020,7/26/2020,NON ECHU,2006147-1-S01475,,348,0.00,,Mail fait le 22/06 avec facture et RIB pour demander paiement rapide,,,,,,,,,,,,,,,,,,,,,,,,,,
S01475,RGC,6/26/2020,7/26/2020,NON ECHU,2006148-1-S01475,,348,0.00,,Mail fait le 22/06 avec facture et RIB pour demander paiement rapide,,,,,,,,,,,,,,,,,,,,,,,,,,
S01475,RGC,6/26/2020,7/26/2020,NON ECHU,2006149-1-S01475,,348,0.00,,Mail fait le 22/06 avec facture et RIB pour demander paiement rapide,,,,,,,,,,,,,,,,,,,,,,,,,,
S01475,RGC,6/26/2020,7/26/2020,NON ECHU,2006150-1-S01475,,348,0.00,,Mail fait le 22/06 avec facture et RIB pour demander paiement rapide,,,,,,,,,,,,,,,,,,,,,,,,,,
S01475,RGC,6/26/2020,7/26/2020,NON ECHU,2006151-1-S01475,,348,0.00,,Mail fait le 22/06 avec facture et RIB pour demander paiement rapide,,,,,,,,,,,,,,,,,,,,,,,,,,
S01475,RGC,6/26/2020,7/26/2020,NON ECHU,2006152-1-S01475,,348,0.00,,Mail fait le 22/06 avec facture et RIB pour demander paiement rapide,,,,,,,,,,,,,,,,,,,,,,,,,,
S01475,RGC,6/26/2020,7/26/2020,NON ECHU,2006153-1-S01475,,348,0.00,,Mail fait le 22/06 avec facture et RIB pour demander paiement rapide,,,,,,,,,,,,,,,,,,,,,,,,,,
S01475,RGC,6/26/2020,7/26/2020,NON ECHU,2006154-1-S01475,,348,0.00,,Mail fait le 22/06 avec facture et RIB pour demander paiement rapide,,,,,,,,,,,,,,,,,,,,,,,,,,
S01475,RGC,6/26/2020,7/26/2020,NON ECHU,2006155-1-S01475,,243.6,0.00,,Mail fait le 22/06 avec facture et RIB pour demander paiement rapide,,,,,,,,,,,,,,,,,,,,,,,,,,
S01475,RGC,6/26/2020,7/26/2020,NON ECHU,2006157-1-S01475,,348,0.00,,Mail fait le 22/06 avec facture et RIB pour demander paiement rapide,,,,,,,,,,,,,,,,,,,,,,,,,,
S01475,RGC,6/26/2020,7/26/2020,NON ECHU,2006158-1-S01475,,348,0.00,,Mail fait le 22/06 avec facture et RIB pour demander paiement rapide,,,,,,,,,,,,,,,,,,,,,,,,,,
S01475,RGC,6/26/2020,7/26/2020,NON ECHU,2006159-1-S01475,,243.6,0.00,,Mail fait le 22/06 avec facture et RIB pour demander paiement rapide,,,,,,,,,,,,,,,,,,,,,,,,,,
S01475,RGC,6/26/2020,7/26/2020,NON ECHU,2006156-1-S01475,,243.6,0.00,,Mail fait le 22/06 avec facture et RIB pour demander paiement rapide,,,,,,,,,,,,,,,,,,,,,,,,,,
S01475,RGC,6/26/2020,7/26/2020,NON ECHU,2006160-1-S01475,,348,0.00,,Mail fait le 22/06 avec facture et RIB pour demander paiement rapide,,,,,,,,,,,,,,,,,,,,,,,,,,
S01475,RGC,6/26/2020,7/26/2020,NON ECHU,2006161-1-S01475,,348,0.00,,Mail fait le 22/06 avec facture et RIB pour demander paiement rapide,,,,,,,,,,,,,,,,,,,,,,,,,,
TO0045,DECATHLON THONON,3/9/2020,4/9/2020,ECHU,2003073-1-TO0045,,55.01,55.01,4/8/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO0045,DECATHLON THONON,6/17/2020,7/17/2020,NON ECHU,2006103-1-TO0045,,55.01,0.00,,Virement annoncé le 10/07,,,,,,,,,,,,,,,,,,,,,,,,,,
TO0045,DECATHLON THONON,6/17/2020,7/17/2020,NON ECHU,2006104-1-TO0045,,102.50,0.00,,Virement annoncé le 10/07,,,,,,,,,,,,,,,,,,,,,,,,,,
TO0045,DECATHLON THONON,6/17/2020,7/17/2020,NON ECHU,2006105-1-TO0045,,47.51,0.00,,Virement annoncé le 10/07,,,,,,,,,,,,,,,,,,,,,,,,,,
TO0045,DECATHLON THONON,6/26/2020,7/26/2020,NON ECHU,2006123-1-TO0045,,85.01,0.00,,Virement annoncé le 10/07,,,,,,,,,,,,,,,,,,,,,,,,,,
TO0045,DECATHLON THONON,6/26/2020,7/26/2020,NON ECHU,2006129-1-TO0045,,85.01,0.00,,Virement annoncé le 10/07,,,,,,,,,,,,,,,,,,,,,,,,,,
TO0045,DECATHLON THONON,6/26/2020,7/26/2020,NON ECHU,2006130-1-TO0045,,49.5,0.00,,Virement annoncé le 10/07,,,,,,,,,,,,,,,,,,,,,,,,,,
TO0045,DECATHLON THONON,6/26/2020,7/26/2020,NON ECHU,2006133-1-TO0045,,65,0.00,,Virement annoncé le 10/07,,,,,,,,,,,,,,,,,,,,,,,,,,
TO0045,DECATHLON THONON,6/26/2020,7/26/2020,NON ECHU,2006134-1-TO0045,,65,0.00,,Virement annoncé le 10/07,,,,,,,,,,,,,,,,,,,,,,,,,,

,,,,,,TOTAUX,"50,644.05",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Solde Balance Comptable,"50,644.05",,,,,,,,,,,,,,,,,,,,,,,,,,,,,

,,,,,,Factures non échues,"16,545.46",,7/15/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,

,,,,,,SOLDE à récupérer ,"34,098.59",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N° Client,Nom Client,Date facture,Date d'échéance,Echu/Non échu,Libellé Facture non réglée,Facturé TTC,Règlement/Avoir ,Action,Date de régularisation,Motif rejet ,COMMENTAIRE,,
269502,ATOL - OPTIQUE DES VALLEES 2,4/1/2020,4/1/2020,ECHU,1611077-41-269502,360.00,0.00,,,SUR ORDRE,Matériel en restitution mais bloqué depuis le 16/03- En attente d' avoir suite restitution,,
C00741,RIEUMES OPTIQUE,5/1/2020,5/1/2020,ECHU,1908131-6-C00741,296.58,0.00,NE PAS PREL,,SUR ORDRE,A fait un chèque pour règlement avril + mail,,
C03482,LA SEGUE OPTIQUE,5/1/2020,5/1/2020,ECHU,1909124-6-C03482,233.22,0.00,NE PAS PREL,,SUR ORDRE,A fait un chèque pour règlement avril + mail,,
HIP483,ANGY,4/1/2020,4/1/2020,ECHU,1908091-6-HIP483,42.36,42.36,NE PAS PREL,5-May,PROV INSUFF,"Appel ce jour de Malika Salem. Elle nous demande un RIB pour effectuer un virement, NE PAS PRELEVER A NOUVEAU. Elle demande également de procéder de la même manière pour MAI, et jusqu'au déconfinement. La passer dans le tableau des sociétés à ne pas prélever.Voici son adresse ou il faut lui envoyer la facture d'avril avec notre RIB pour régularisation : malikasalemhippo@icloud.com     Elle nous demande de lui faire un mail pour MAI afin de lui rappeler de faire un virement, lui joindre également la facture à ce moment là",,
M00454,T&M SERVICE AUTO COULOMMIERS,5/1/2020,5/1/2020,ECHU,1611233-38-M00454,156.00,0.00,NE PAS PREL,,,Accord trouvé avec Pierre car délai d'installation dépassé mais matériel non installé,,
M00483,JT SERVICE AUTO,5/1/2020,5/1/2020,ECHU,1604054-47-M00483,170.40,0.00,NE PAS PREL,,PROV INSUFF,Accord trouvé avec Pierre pour régularisation des impayés sur juin,,
MOA000,MOA,4/1/2020,4/1/2020,ECHU,1804047-23-MOA000,"5,880.00",0.00,NE PAS PREL,,SUR ORDRE,Accord trouvé avec J Loison,,
MOA000,MOA,4/1/2020,4/1/2020,ECHU,1709064-29-MOA000,192.00,0.00,NE PAS PREL,,SUR ORDRE,Accord trouvé avec J Loison,,
MOA000,MOA,4/1/2020,4/1/2020,ECHU,1907074-6-MOA000,117.60,0.00,NE PAS PREL,,SUR ORDRE,Accord trouvé avec J Loison,,
MOA000,MOA,4/1/2020,4/1/2020,ECHU,1905136-6-MOA000,210.00,0.00,NE PAS PREL,,SUR ORDRE,Accord trouvé avec J Loison,,
MOA000,MOA,4/1/2020,4/1/2020,ECHU,1710098-29-MOA000,168.00,0.00,NE PAS PREL,,SUR ORDRE,Accord trouvé avec J Loison,,
MOA000,MOA,4/1/2020,4/1/2020,ECHU,1909190-7-MOA000,78.00,0.00,NE PAS PREL,,SUR ORDRE,Accord trouvé avec J Loison,,
MOA000,MOA,4/1/2020,4/1/2020,ECHU,1609081-43-MOA000,206.40,0.00,NE PAS PREL,,SUR ORDRE,Accord trouvé avec J Loison,,
MOA000,MOA,4/1/2020,4/1/2020,ECHU,1712014-28-MOA000,108.00,0.00,NE PAS PREL,,SUR ORDRE,Accord trouvé avec J Loison,,
MOA000,MOA,4/1/2020,4/1/2020,ECHU,1910253-4-MOA000,225.60,0.00,NE PAS PREL,,SUR ORDRE,Accord trouvé avec J Loison,,
MOA000,MOA,4/1/2020,4/1/2020,ECHU,1701055-38-MOA000,210.00,0.00,NE PAS PREL,,SUR ORDRE,Accord trouvé avec J Loison,,
MOA000,MOA,4/1/2020,4/1/2020,ECHU,1611241-40-MOA000,64.80,0.00,NE PAS PREL,,SUR ORDRE,Accord trouvé avec J Loison,,
MOA000,MOA,4/1/2020,4/1/2020,ECHU,1703060-37-MOA000,232.80,0.00,NE PAS PREL,,SUR ORDRE,Accord trouvé avec J Loison,,
MOA000,MOA,4/1/2020,4/1/2020,ECHU,1801073-26-MOA000,84.00,0.00,NE PAS PREL,,SUR ORDRE,Accord trouvé avec J Loison,,
MOA000,MOA,4/1/2020,4/1/2020,ECHU,1802064-25-MOA000,42.00,0.00,NE PAS PREL,,SUR ORDRE,Accord trouvé avec J Loison,,
MOA000,MOA,4/1/2020,4/1/2020,ECHU,1904005-11-MOA000,201.60,0.00,NE PAS PREL,,SUR ORDRE,Accord trouvé avec J Loison,,
MOA041,MOA - BORDEAUX LAC,4/1/2020,4/1/2020,ECHU,1901179-9-MOA041,183.60,0.00,NE PAS PREL,,SUR ORDRE,Accord trouvé avec J Loison,,
MOA117,MOA - Rouen St Sever,,,ECHU,,,0.00,NE PAS PREL,,,Accord trouvé avec J Loison,,
MOA152,MOI 31 CV,4/1/2020,4/1/2020,ECHU,2001052-4-MOA152,165.60,0.00,NE PAS PREL,,SUR ORDRE,Accord trouvé avec J Loison,,
MOA225,MOA BELGIUM - Gare Midi,1/1/2020,1/1/2020,ECHU,1907001-7-MOA225,199.65,0.00,NE PAS PREL,,SUR ORDRE,Accord trouvé avec J Loison,,
MOA269,MOA BELGIUM - Gare Centrale,1/1/2020,1/1/2020,ECHU,1907002-6-MOA269,199.65,0.00,NE PAS PREL,,SUR ORDRE,Accord trouvé avec J Loison,,
MOA298,CHOCO MAG,4/1/2020,4/1/2020,ECHU,1609043-39-MOA298,128.40,0.00,NE PAS PREL,,SUR ORDRE,client demande report de 3 mois jusque juillet - que fait-on ?,,
MOA337,MOA - Lormont,,,,,,0.00,NE PAS PREL,,,Accord trouvé avec J Loison,,
MOA360,MOA - LA DEFENSE,4/1/2020,4/1/2020,ECHU,1801070-27-MOA360,175.20,0.00,NE PAS PREL,,SUR ORDRE,Accord trouvé avec J Loison,,
MOA366,CYRUS CONSULTING,4/1/2020,4/1/2020,ECHU,1802041-22-MOA366,175.20,0.00,NE PAS PREL,,SUR ORDRE,Accord trouvé avec J Loison,,
MOA384,MOA - NOYELLE GODAULT,4/1/2020,4/1/2020,ECHU,1811122-16-MOA384,175.20,0.00,NE PAS PREL,,SUR ORDRE,Accord trouvé avec J Loison,,
MOA391,MOA- NAILLOUX,4/1/2020,4/1/2020,ECHU,1911163-5-MOA391,128.40,0.00,NE PAS PREL,,SUR ORDRE,Accord trouvé avec J Loison,,
MOA721,MOA Montauban,4/1/2020,4/1/2020,ECHU,2001057-4-MOA721,165.60,0.00,NE PAS PREL,,SUR ORDRE,Accord trouvé avec J Loison,,
MOA754,MOA CHAMBERY,4/1/2020,4/1/2020,ECHU,1907132-7-MOA754,175.20,0.00,NE PAS PREL,,SUR ORDRE,Accord trouvé avec J Loison,,
MOA,MOA - Gonesse,,,,,,0.00,NE PAS PREL,,,Accord trouvé avec J Loison,,
MOA,MOA - Lille,,,,,,0.00,NE PAS PREL,,,Accord trouvé avec J Loison,,
MOA,MOA - Marseille Grand Littoral,,,,,,0.00,NE PAS PREL,,,Accord trouvé avec J Loison,,
MOA,MOA - Poitiers,,,,,,0.00,NE PAS PREL,,,Accord trouvé avec J Loison,,
MOA,MOA - Rouen Gros Horloge,,,,,,0.00,NE PAS PREL,,,Accord trouvé avec J Loison,,
MOA,MOA - Saint Etienne Steel,,,,,,0.00,NE PAS PREL,,,Accord trouvé avec J Loison,,
MOA007,MOA - Lyon part dieu,4/1/2020,4/1/2020,ECHU,1706027-35-MOA007,340.80,0.00,NE PAS PREL,,SUR ORDRE,,,
MOA007,MOA - Lyon part dieu,5/1/2020,5/1/2020,ECHU,1706027-36-MOA007,340.80,0.00,,,SUR ORDRE,,,
MOA029,MOA - Roncq,4/1/2020,4/1/2020,ECHU,1710007-30-MOA029,175.20,0.00,NE PAS PREL,,SUR ORDRE,,,
MOA029,MOA - Roncq,5/1/2020,5/1/2020,ECHU,1710007-31-MOA029,175.20,0.00,,,SUR ORDRE,,,
MOA030,MOA - MUSE METZ,4/1/2020,4/1/2020,ECHU,1710102-29-MOA030,175.20,0.00,NE PAS PREL,,SUR ORDRE,,,
MOA030,MOA - MUSE METZ,5/1/2020,5/1/2020,ECHU,1710102-30-MOA030,175.20,0.00,,,SUR ORDRE,,,
MOA071,MOA - Nice,4/1/2020,4/1/2020,ECHU,1710018-27-MOA071,321.60,0.00,NE PAS PREL,,SUR ORDRE,,,
MOA071,MOA - Nice,5/1/2020,5/1/2020,ECHU,1710018-28-MOA071,321.60,0.00,,,SUR ORDRE,,,
MOA071,MOA - Nice,2/1/2020,5/1/2020,ECHU,1610072-12-MOA071,32.40,0.00,,,SUR ORDRE,,,
MOA073,MOA - RAMBOUILLET,4/1/2020,4/1/2020,ECHU,1710019-28-MOA073,165.60,0.00,NE PAS PREL,,SUR ORDRE,,,
MOA073,MOA - RAMBOUILLET,5/1/2020,5/1/2020,ECHU,1710019-29-MOA073,165.60,0.00,,,SUR ORDRE,,,
MOA079,MOA MONTPELLIER POLYGONE,4/1/2020,4/1/2020,ECHU,1706029-35-MOA079,175.20,0.00,NE PAS PREL,,SUR ORDRE,,,
MOA079,MOA MONTPELLIER POLYGONE,5/1/2020,5/1/2020,ECHU,1706029-36-MOA079,175.20,0.00,,,SUR ORDRE,,,
MOA089,MOA CLERMONT FERRAND,4/1/2020,4/1/2020,ECHU,1706030-35-MOA089,175.20,0.00,NE PAS PREL,,SUR ORDRE,,,
MOA089,MOA CLERMONT FERRAND,5/1/2020,5/1/2020,ECHU,1706030-36-MOA089,175.20,0.00,,,SUR ORDRE,,,
MOA116,MOA - PORTET SUR GARONNE,4/1/2020,4/1/2020,NON ECHU,1706148-26-MOA116,175.20,0.00,NE PAS PREL,,SUR ORDRE,,,
MOA116,MOA - PORTET SUR GARONNE,5/1/2020,5/1/2020,NON ECHU,1706148-27-MOA116,175.20,0.00,,,SUR ORDRE,,,
MOA327,MOA - LATTES MONTPELLIER,4/1/2020,4/1/2020,ECHU,1609021-40-MOA327,140.40,0.00,NE PAS PREL,,SUR ORDRE,,,
MOA327,MOA - LATTES MONTPELLIER,5/1/2020,5/1/2020,ECHU,1609021-41-MOA327,140.40,0.00,,,SUR ORDRE,,,
MOA329,MOA TOULOUSE FENOUILLET,4/1/2020,4/1/2020,ECHU,1609022-41-MOA329,140.40,0.00,NE PAS PREL,,SUR ORDRE,,,
MOA329,MOA TOULOUSE FENOUILLET,5/1/2020,5/1/2020,ECHU,1609022-41-MOA329,140.40,0.00,,,SUR ORDRE,,,
MOA351,LES ACCESSOIRES DE DINARD,4/1/2020,4/1/2020,ECHU,1706022-34-MOA351,175.20,0.00,NE PAS PREL,,SUR ORDRE,,,
MOA351,LES ACCESSOIRES DE DINARD,5/1/2020,5/1/2020,ECHU,1706022-35-MOA351,175.20,0.00,,,SUR ORDRE,,,
MOA373,CYRUS CONSULTING,4/1/2020,4/1/2020,ECHU,1802040-21-MOA373,175.20,0.00,NE PAS PREL,,SUR ORDRE,,,
MOA390,MOA - ROUBAIX,4/1/2020,4/1/2020,ECHU,1710101-29-MOA390,156.00,0.00,NE PAS PREL,,SUR ORDRE,,,
MOA511,MOA - SAINT NAZAIRE,4/1/2020,4/1/2020,ECHU,1710020-28-MOA511,165.60,0.00,NE PAS PREL,,SUR ORDRE,,,
S00539,PMV,12/1/2019,12/1/2019,ECHU,0901008-44-S00539,1428.18,0.00,NE PAS PREL,,CONTESTATION DEBITEUR,Discussion en cours avec J LOISON,,
S00539,PMV,12/10/2019,12/10/2019,ECHU,0901022-94-S00539,546.00,0.00,NE PAS PREL,,CONTESTATION DEBITEUR,Discussion en cours avec J LOISON,,
S00539,PMV,2/10/2020,2/10/2020,ECHU,0901022-96-S00539,546.00,0.00,NE PAS PREL,,CONTESTATION DEBITEUR,Discussion en cours avec J LOISON,,
S00539,PMV,3/1/2020,3/1/2020,ECHU,0901008-45-S00539,1428.18,0.00,NE PAS PREL,,CONTESTATION DEBITEUR,Discussion en cours avec J LOISON,,
S00539,PMV,3/10/2020,3/10/2020,ECHU,0901022-96-S00539,546.00,0.00,NE PAS PREL,,CONTESTATION DEBITEUR,Discussion en cours avec J LOISON,,
S00984,DBT INGENIERIE,4/1/2020,4/1/2020,ECHU,1809052-18-S00984,198.00,0.00,NE PAS PREL,,PROV INSUFF,cliente va également faire virement pour facture de mai,,
S00984,DBT INGENIERIE,4/1/2020,4/1/2020,ECHU,1609059-42-S00984,"1,562.40",0.00,NE PAS PREL,,PROV INSUFF,cliente va également faire virement pour facture de mai,,
S01046,L'ABRICOT'IN,4/1/2020,4/1/2020,ECHU,1707041-31-S01046,129.60,0.00,NE PAS PREL,,CONTESTATION DEBITEUR,Accord trouvé avec T DELATTRE pour 3 mensualités,,
S01046,L'ABRICOT'IN,6/1/2020,6/1/2020,ECHU,1707041-33-S01046,129.60,0.00,,,,,,
S01370,GARAGE GOMEZ DU GRAND EST,5/1/2020,5/1/2020,ECHU,1903171-11-S01370,339.72,0.00,NE PAS PREL,,,Accord trouvé avec J Loison : report à juillet pour régul,,


,REPORTING DES DOSSIERS CONTENTIEUX EN COURS AU 03/07/2020,,,,,

,NOM DEBITEUR,REFERENCE ABJ,MONTANT CONFIE,MONTANT RECOUVRE,MONTANT RESTANT DÛ ,OBSERVATIONS
,ADDY PARTICIPATION ,9070,"57,924.41 €","38,479.61 €","19,444.80 €",PROCEDURE D'ASSIGNATION EN PAIEMENT EN COURS 
,BENAM,9116,"1,063.48 €",0.00 €,"1,063.48 €","LES ACTIONS DE RELANCES SONT ACTUELLEMENT EN COURS, NOUS ATTENDONS UNE REACTION DU DEBITEUR."
,CHEVALIER MARTINE,8859,"1,980.00 €",0.00 €,"1,980.00 €","LE TRIBUNAL A REJETE NOTRE REQUETE AUX FINS D'ORDONNANCE D'INJONCTION DE PAYER AU MOTIF QUE CETTE AFFAIRE NECESSITE UN DEBAT CONTRADICTOIRE. PROCEDURE D'ASSIGNATION PROPOSEE A PIERRE, NOUS ATTENDONS SES INSTRCUTIONS."
,ELISAD,9115,"1,896.05 €",0.00 €,"1,896.05 €","LES ACTIONS DE RELANCES SONT ACTUELLEMENT EN COURS, NOUS ATTENDONS UNE REACTION DU DEBITEUR."
,GARAGE DU CENTRE,8981,RECUPERATION DU MATERIEL,0.00 €,0.00 €,PROCEDURE EN COURS CONTRE LA SOCIETE GARAGE DU CENTRE AFIN DE RECUPERER LE MATERIEL (2 PONTS ELEVATEURS) - PROCHAINE AUDIENCE LE 8 JUILLET - L'AUDIENCE DE PLAIDOIRIE DEVRAIT ETRE FIXEE.
,JB AUTO SERVICES,6818,"18,477.00 €",0.00 €,"18,477.00 €",DEPOT DE PLAINTE EFFECTUE - ATTENDONS REPONSE DE PROCUREUR OU CONVOCATION COMMISSARIAT - DELAI DE REPONSE TRES LONG - AI FAIT PLUSIEURS RELANCES SANS OBTENIR DE REPONSE POUR LE MOMENT
,MAZZOLINI VILMA,7578,"9,734.40 €",960.00 €,"8,774.40 €",LA DEBITRICE EST DANS UNE SITUATION FINANCIERE TRES DIFFICILE - UN ENGAGEMENT DE PAIEMENT A HAUTEUR DE 100€ PAR MOIS EST ACTUELLEMENT EN COURS AUPRES DE L'HUISSIER.
,MELAGAN AUTO,8984,"6,421.74 €",0.00 €,"6,421.74 €",NOUS ATTENDONS LE VERSEMENTS DES FONDS SUITE AU MAINTIEN DE L'OPPOSITION SUR LE PRIX DE VENTE DU FONDS DE COMMERCE. 
,NEK AUTOMOBILES,7229,"7,984.00 €","2,390.87 €","5,593.13 €",PROCEDURE EN COURS SUR LA BASE DU PROTOCOLE D'ACCOD SIGNE.
,ROGER'S,9113,"3,648.31 €",0.00 €,"3,648.31 €",NOUS ATTENDONS LA CONFIRMATION DU MONTANT A DEVOIR 
,SPC MARCHAL ET ASSOCIES,8938,"14,371.00 €",0.00 €,"14,371.00 €",PROCEDURE D'ASSIGNATION EN COURS - NOUS SOMMES EN ATTENTE D'UNE DATE D'AUDIENCE.
,SUD LEMAN,8271,"13,082.42 €",0.00 €,"13,082.42 €","EN EXECUTION CHEZ HDJ SUITE OBTENION JUGEMENT RENDU PAR LE TRIBUNAL DE COMMERCE DE LILLE LE 04/11/2019. LE FOND DE COMMERCE AYANT ÉTÉ CEDE, L'EXECUTION S'AVERE PLUS QUE DIFFICILE. L'HUISSIER A RENCONTRE LE GERANT QUI REFUSE CATEGORIQUEMENT DE REGLER."
,TECHNIQUE PRO,9085,547.08 €,0.00 €,547.08 €,"LE DEBITEUR NE DONNE AUCUNE SUITE AUX RELANCES EFFECTUEES JUSQU’À PRESENT, NOUS POURSUIVONS LES RELANCES."
,TIRESIAS EFC,8986,"47,006.40 €","32,533.14 €","14,844.38 €","LES TERMES DU PROTOCOLE D'ACCORD PREVOYANT LE VERSEMENT DE MENSUALITES DE 10 844 € N'EST PLUS RESPECTE, LA SOCIETE TIRESIAS EFFECTUE TOUT DE MEME DES VERSEMENTS. UN POINT EST PREVU AVEC LE GERANT DE LA SOCIETE TIRESIAS A COMPTER DU 06/07/2020 // on conserve uniquement le contrat de vente + Quid fournisseurs"
,,TOTAUX,"184,136.29 €","74,363.62 €","109,772.67 €",












N° Client,Nom Client,N° Dossier,Date facture,Libellé Facture non réglée,Facturé TTC,Règlement/Avoir ,Date de régularisation,POSITION DOSSIER,Commentaire,,,,,,,,
BT0013,JEAN-YVES FOURNIER,20001268000006,4/10/2020,1807014-21-BT0013,13.00,,,,"Client prétend passer régler mais ne s'est jamais présenté, aucun règlement reçu -client chez CAP à partir du 15/06",,,,,,,,
