cial,Raison sociale 1,relation,Code postal,Ville,ID SECTEUR,N° Téléphone,Libellé fonction dirigeant principal,Nom ou raison sociale dirigeant principal,Code civilité dirigeant principal,Prenom dirigeant principal,Nom représentant dirigeant principal,Siren,Siret,Adresse,Code NAF entreprise,Libellé NAF entreprise,N° Fax,Dernier chiffre d'affaires connu,Effectif Entreprise,Date de création Entreprise,Libellé forme juridique,Capital social
AER,MOULINS WAAST,,59246,MONS EN PEVELE,17,320646329,Co-gérant,WAAST,M,Emile,,330449638,33044963800015,40 RUE DU MOULIN,1061A,Meunerie,,5245347,18,1984-07-01,Société à responsabilité limitée,200000
AER,AGS NORD PAS DE CALAIS,,59139,NOYELLES LES SECLIN,17,320168090,Gérant,GENGEMBRE,M,Yann,,382203750,38220375000023,ZI RUE MARCEL DASSAULT,4942Z,Services de déménagement,,1663810,10,1991-05-01,Société à responsabilité limitée,38000
AER,BEAUVOIS TRANSPORTS,,59139,NOYELLES LES SECLIN,17,320705353,Gérant,BEAUVOIS,M,Bernard,,411196462,41119646200039,6 ZI RUE DU MONT TEMPLEMARS,4941C,Location de camions avec chauffeur,320704087,1876404,17,1997-03-04,SARL unipersonnelle,218002
AER,FRANCE EVAPORATION,,59139,NOYELLES LES SECLIN,17,320001750,Président,DEHAY,M,Alain,,440116176,44011617600023,ZI RUE RENE CAUCHE,7112B,"Ingénierie, études techniques",,4342264,14,2001-12-10,Société par actions simplifiée,77000
AER,SARL HYVOZ JACQUES,,59139,NOYELLES LES SECLIN,17,320320141,Gérant,HYVOZ,M,Jacques,,499899193,49989919300027,3 ZI RUE RENE CAUCHE,4334Z,Travaux de peinture et vitrerie,,1587651,10,2007-09-17,Société à responsabilité limitée,10000
AER,ASSOCIATION MINOS INSERTION,,59162,OSTRICOURT,17,327899393,,,,,,404148272,40414827200028,234 B RUE EDOUARD HERRIOT,8899B,Action sociale sans hébergement n.c.a.,,,20,1996-01-01,Association déclarée,
AER,ADRIANSEN PICQUET JEANNE ELISABETH,,59710,PONT A MARCQ,17,320614450,,,,,,342475829,34247582900012,122 RUE NATIONALE,4773Z,Commerce de détail de produits pharmaceutiques en magasin spécialisé,,,10,1987-07-01,Affaire personnelle commerçant,
AER,GEN'ETIQ,,59710,PONT A MARCQ,17,320160491,Gérant,DESCHAMPS,M,Patrick,,410563134,41056313400023,RUE NICEPHORE NIEPCE,1729Z,Fabrication d'autres articles en papier ou en carton,,1609054,11,1997-01-14,Société à responsabilité limitée,91469
AER,MADECO,,59710,PONT A MARCQ,17,320180606,Gérant,DUBOIS,M,Laurent,,410882732,41088273200044,7 RUE NATIONALE,4641Z,Commerce de gros (commerce interentreprises) de textiles,,16063890,68,1997-02-01,Société à responsabilité limitée,300000
AER,NORDFLAM,,59710,PONT A MARCQ,17,320593509,Président,COUSYN,M,Cedric,,316056779,31605677900044,ZA N 8 NICEPHORE NIEPCE,4322B,Travaux d'installation d'équipements thermiques et de climatisation,320338216,2361906,25,1979-01-01,Société par actions simplifiée,38112
AER,TECHNIC DIFFUSION,,59710,PONT A MARCQ,17,320721013,Gérant,LEDEZ,M,Guy,,400946604,40094660400024,,4669B,Commerce de gros (commerce interentreprises) de fournitures et équipements industriels divers,,,10,1995-05-15,Société à responsabilité limitée,7622
AER,CORFU RADIOCOMMUNICATIONS,,59283,RAIMBEAUCOURT,17,327803557,Gérant,CORFU,M,Cedric,,434190088,43419008800014,264 RUE MARCEL SEMBAT,2630Z,Fabrication d'équipements de communication,,3421455,18,2001-01-01,Société à responsabilité limitée,250000
AER,CTRE HELENE BOREL - ASS AIDE AUX,,59283,RAIMBEAUCOURT,17,327931616,,,,,,783778681,78377868100016,CHATEAU DU LIEZ,8610Z,Activités hospitalières,,,200,1900-01-01,Association déclarée,
AER,ENTREPRISE NST VILCOT MENUISERIE,,59283,RAIMBEAUCOURT,17,327955540,Associé-gérant,VILCOT,M,Nicolas,,491624235,49162423500017,248 B RUE DES SOEURS BOUQUEREL,4332A,Travaux de menuiserie bois et PVC,327955541,275105,10,2006-08-28,Société à responsabilité limitée,8000
AER,KREA DEVELOPMENT,,59283,RAIMBEAUCOURT,17,327999200,Président,BUTEZ,M,Jean-Luc  Robert,,383387800,38338780000022,210 RUE PAUL LAFARGUE,6820B,Location de terrains et d'autres biens immobiliers,,,20,1991-11-01,Société par actions simplifiée,38112
AER,LIEZ-ON,,59283,RAIMBEAUCOURT,17,327900912,,,,,,487952764,48795276400016,RES SERVICE HELENE BOREL,8810A,Aide à domicile,,,50,2005-12-19,Association déclarée,
AER,ACCES DIFFICILES SERVICES,CLI,59790,RONCHIN,17,320415570,Gérant,JOUET,M,Erik,,411038953,41103895300047,10 RUE JULES VERNE,4399D,Autres travaux spécialisés de construction,,2464716,15,1997-02-18,Société à responsabilité limitée,50000
AER,ASS ANIMATION GEST CTRE SOC MAIS DU CE,,59790,RONCHIN,17,320881545,,,,,,388935868,38893586800017,RUE VINCENT AURIOL,9499Z,Autres organisations fonctionnant par adhésion volontaire,320539681,,10,1992-10-01,Association déclarée,
AER,ASSISTANCE LILLE AMBULANCES,,59790,RONCHIN,17,320933636,Gérant,BASTAERT,M,Marcel,,388795734,38879573400036,16 RUE CHALANT,4939B,Autres transports routiers de voyageurs,,923515,26,1992-09-10,Société à responsabilité limitée,15245
AER,CARACTERES,,59790,RONCHIN,17,320852121,Président,ECRAN,M,Philippe,,339772139,33977213900020,5 PL PIERRE DE COUBERTIN,4676Z,Commerce de gros (commerce interentreprises) d'autres produits intermédiaires,320852910,9778900,29,1986-12-01,Société par actions simplifiée,546840
AER,F A P E ASSURANCES,,59790,RONCHIN,17,320621212,,,,,,400643912,40064391200019,7 PL PIERRE DE COUBERTIN,6622Z,Activités des agents et courtiers d'assurances,320621200,,10,1995-01-02,Société en participation de professions libérales,
AER,FAPE OBSEQUES,,59790,RONCHIN,17,328010510,Président,DIOT,M,Christian,MATYCZYK,478782915,47878291500019,7 PL PIERRE DE COUBERTIN,6622Z,Activités des agents et courtiers d'assurances,320621200,5695516,27,2004-07-01,Société par actions simplifiée,40000
AER,MISSION LOCALE PEVELE MELANTOIS CAREMB,,59790,RONCHIN,17,320974320,,,,,,403006687,40300668700020,202 B RUE LOUIS BRAILLE,8899B,Action sociale sans hébergement n.c.a.,,,20,1995-11-09,Association déclarée,
AER,SAS HOVART,,59790,RONCHIN,17,320539912,Président,HOVART GROUP,,,,480633023,48063302300019,75 RUE LOUIS BRAILLE,4520A,Entretien et réparation de véhicules automobiles légers,,,20,2005-01-01,Société par actions simplifiée,150000
AER,SCP LEJUSTE QUECQ HENRIPRET SENECHAL,,59790,RONCHIN,17,320966620,Gérant,SENECHAL,M,Marc Raymond Fortune,,329232532,32923253200013,794 AV JEAN JAURES,6910Z,Activités juridiques,,,20,1984-01-03,Société civile professionnelle de notaires,600039
AER,SOC D'EQUIPEMENT POUR L'ENVIRONNEMENT,,59790,RONCHIN,17,320432480,Président,SANAM,,,,582111878,58211187800077,3 RUE JULES VERNE,4661Z,Commerce de gros (commerce interentreprises) de matériel agricole,320045006,27106504,91,1980-01-01,Société par actions simplifiée,544720
AER,SOC LILLOISE GESTION EXPERTISE COMPTAB,,59790,RONCHIN,17,320172440,Co-gérant,CAMBIER,MME,Pascale,,347692261,34769226100089,230 AV JEAN JAURES,6920Z,Activités comptables,,,10,1988-06-05,Société à responsabilité limitée,40000
AER,TRAV HANDIC ADULTES ATELIER PRO TREMPL,,59790,RONCHIN,17,320180909,,,,,,401711692,40171169200046,32 RUE ROGER SALENGRO,8121Z,Nettoyage courant des bâtiments,320180910,,20,1995-07-01,Association déclarée,
AER,AHF 59,,59113,SECLIN,17,320902735,Gérant,BEURRIER,M,Jean Guy,,489761221,48976122100014,36 RUE DU LUYOT,1610B,Imprégnation du bois,320903785,1642284,14,2006-03-13,Société à responsabilité limitée,15300
AER,ALOES TRAITEMENT DES EAUX,,59113,SECLIN,17,320902430,Président,LAJSNER,M,Herve,,438307142,43830714200036,12 RUE DE LA POINTE,4675Z,Commerce de gros (commerce interentreprises) de produits chimiques,320902742,5248218,20,2001-06-07,Société par actions simplifiée,32714
AER,ARTEC,,59113,SECLIN,17,321990404,Président,CDEM,M,"Didier, Jean-Luc, Richard",SORLIER,489044289,48904428900010,ZONE INDUSTRIELLE,3312Z,Réparation de machines et équipements mécaniques,,1994272,11,2006-02-07,Société par actions simplifiée,100000
AER,ATELIER DE LA NEUVILLE,CLI,59113,SECLIN,17,320588679,Président,MENET,M,Cedric,,384012688,38401268800022,823 AV DE L EPINETTE,4661Z,Commerce de gros (commerce interentreprises) de matériel agricole,,3472844,17,1991-10-01,Société par actions simplifiée,432000
AER,BELOT SARL PERE ET FILS,,59113,SECLIN,17,320900952,Gérant,BELOT,M,Philippe,,421615246,42161524600012,17 RUE ROGER BOUVRY,5510Z,Hôtels et hébergement similaire,,1375992,18,1999-01-01,Société à responsabilité limitée,50000
AER,CREAUTO SARL,,59113,SECLIN,17,320324040,Président,DUMA II,,,,351308598,35130859800017,4 RUE DU FOURCHON,4677Z,Commerce de gros (commerce interentreprises) de déchets et débris,320325603,5361790,45,1989-07-01,Société par actions simplifiée,250000
AER,D.C.D.I.S.,,59113,SECLIN,17,320908016,Président,J.M.D. HOLDING,M,Jean Marie,DUFURIER,444462204,44446220400017,11 RUE DE LA POINTE,8292Z,Activités de conditionnement,320327523,,50,2002-12-01,Société par actions simplifiée,450000
AER,DE DONCKER MOTOS,CLI,59113,SECLIN,17,320066353,Gérant,DE DONCKER,M,Franck,,399581222,39958122200052,ZAC DE L EPINETTE,4540Z,Commerce et réparation de motocycles,,4744193,10,1995-01-01,Société à responsabilité limitée,7622
AER,DECATHERM SERVICES,,59113,SECLIN,17,320326767,Gérant,DECANTS,M,Andre,,434144614,43414461400030,34 RUE DU LUYOT,4322B,Travaux d'installation d'équipements thermiques et de climatisation,320328484,1773027,10,2000-01-02,Société à responsabilité limitée,30000
AER,DUMETZ PRESTATIONS LOGISTIQUES TRANSPO,,59113,SECLIN,17,320229420,Co-gérant,DUMETZ,M,Denis,,404082786,40408278600033,3 RUE DU FOURCHON,4941B,Transports routiers de fret de proximité,,4729998,40,1996-03-01,Société à responsabilité limitée,400000
AER,ELBOMA SOC,,59113,SECLIN,17,320901023,Président du conseil d'administration,DE BIE,M,Stephane,,457507275,45750727500032,RUE DU ROUGE BOUTON,3320B,Installation de machines et équipements mécaniques,320322339,5425795,26,1957-01-01,SA à conseil d'administration,193600
AER,ENTREPRISE DHEEDENE,,59113,SECLIN,17,320327532,Président,DHEEDENE,MME,Annie,,323801365,32380136500012,6 RUE DU ROUGE BOUTON,4334Z,Travaux de peinture et vitrerie,320324950,3356916,37,1982-01-01,Société par actions simplifiée,856860
AER,EXPRESSO,,59113,SECLIN,17,320328074,Gérant,HERREN,MME,Christine,,442369351,44236935100014,161 RUE MAURICE BOUCHERY,5610A,Restauration traditionnelle,320329128,1367335,20,2002-06-14,Société à responsabilité limitée,12208
AER,FLIPO RICHIR,,59113,SECLIN,17,320264377,Président,DEBENDERE,M,Christophe,,384117255,38411725500032,13 RUE DE LORIVAL,3320D,"Installation d'équipements électriques, de matériels électroniques et optiques ou d'autres matériels",320248226,7169202,37,1992-01-01,Société par actions simplifiée,650000
AER,GARAGE WACRENIER,,59113,SECLIN,17,320629414,Président du conseil d'administration,WACRENIER,M,Roger,,470501750,47050175000025,15 RTE DE LILLE,4511Z,Commerce de voitures et de véhicules automobiles légers,,18264129,57,1970-01-01,SA à conseil d'administration,63736
AER,GROUPE SECURIGUARD SARL,,59113,SECLIN,17,320690259,Gérant,FILIPIAK,M,Eric,,434688396,43468839600036,ZONE INDUSTRIELLE,8010Z,Activités de sécurité privée,320112260,3545040,121,2001-02-06,Société à responsabilité limitée,7623
AER,ITINERAIRES BIS,,59113,SECLIN,17,320074545,Gérant,GREFF,M,Laurent,,480499862,48049986200021,1 RUE DU LUYOT,4939B,Autres transports routiers de voyageurs,320513724,846779,17,2005-02-01,Société à responsabilité limitée,36000
AER,JARDINERIE SECLIN DELBARD,,59113,SECLIN,17,328160505,Président,JARDI EXPANSION,,,,518854369,51885436900023,RUE DE L HOTELLERIE,4776Z,"Commerce de détail de fleurs, plantes, graines, engrais, animaux de compagnie et aliments pour ces animaux en magasin spécialisé",,2294938,20,2009-12-15,Société par actions simplifiée,100000
AER,LEFEBVRE TEXTILE,,59113,SECLIN,17,320622424,Gérant,LEFEBVRE,M,Ludovic,,469502561,46950256100498,21 RUE DU LUYOT,4641Z,Commerce de gros (commerce interentreprises) de textiles,320622425,13550533,21,1969-01-01,Société à responsabilité limitée,800000
AER,LUMIVER,,59113,SECLIN,17,320965025,Gérant,DUTRIEZ,M,Frederic,,423837897,42383789700044,108 AV DE LA REPUBLIQUE,3831Z,Démantèlement d'épaves,,1184426,12,1999-08-01,Société à responsabilité limitée,100000
AER,MAISON FICHEL SA,,59113,SECLIN,17,320900212,Président,FICHEL,M,Marceau,,465500783,46550078300027,70 RUE MARCEL DASSAULT,4634Z,Commerce de gros (commerce interentreprises) de boissons,,5715439,20,1965-01-01,SA à conseil d'administration,288129
AER,NORD PAPIER,,59113,SECLIN,17,320625588,Président du conseil d'administration,SANZ PINTO,M,Fernando,,377803697,37780369700020,RUE DU LUYOT,4676Z,Commerce de gros (commerce interentreprises) d'autres produits intermédiaires,320625599,14786303,14,1990-03-01,SA à conseil d'administration,2465100
AER,OVIVE,,59113,SECLIN,17,320451010,Gérant,BIERENT,M,Amaury,,423999085,42399908500057,10 RUE DE LORIVAL,3700Z,Collecte et traitement des eaux usées,,7194503,19,1999-08-12,Société à responsabilité limitée,100000
AER,PHILMAT,,59113,SECLIN,17,320907384,Président,BMM,,,,492932421,49293242100018,4 RUE MARCEL PAUL,4663Z,"Commerce de gros (commerce interentreprises) de machines pour l'extraction, la construction et le génie civil",,9022942,27,2006-10-25,Société par actions simplifiée,450000
AER,RESOLUTIONS,,59113,SECLIN,17,320143537,Gérant,CHATAIGNIER,M,Patrick,,424659746,42465974600038,5 RUE DU ROUGE BOUTON,7022Z,Conseil pour les affaires et autres conseils de gestion,,1853004,29,1999-10-01,Société à responsabilité limitée,50000
AER,SARL INTEGRALE MOTO,,59113,SECLIN,17,320976626,Gérant,TACCONI,M,David,,434320404,43432040400040,RUE DE L INDUSTRIE,4540Z,Commerce et réparation de motocycles,,,10,2000-12-15,Société à responsabilité limitée,7622
AER,SCELL-IT,,59113,SECLIN,17,320329818,Président,DE BRUYNE,M,Franck,,348321415,34832141500039,329 RUE DE L INDUSTRIE,4674A,Commerce de gros (commerce interentreprises) de quincaillerie,,12627670,19,1988-09-13,Société par actions simplifiée,500000
AER,SECLINREST,,59113,SECLIN,17,320975416,Président,CRESCENDO RESTAURATION,,,,511686412,51168641200012,L EPINETTE,5610B,Cafétérias et autres libres-services,320975628,1654978,24,2009-03-06,Société par actions simplifiée,75000
AER,SNC PLAGA,,59113,SECLIN,17,320325963,Gérant,BINET,M,Daniel,,454044165,45404416500016,AV DE L EPINETTE,5610C,Restauration de type rapide,,3245678,29,2004-06-17,Société à responsabilité limitée,7000
AER,SOCIETE D'ELECTRICITE VENDEVILLE,,59113,SECLIN,17,320900245,Président,VENDEVILLE,M,Gerard,,320799331,32079933100030,33 RUE DU LUYOT,4321A,Travaux d'installation électrique dans tous locaux,,2663743,25,1980-07-01,Société par actions simplifiée,450000
AER,SOCIETE NORD ART ET PEINTURE,,59113,SECLIN,17,320900478,Président du conseil d'administration,BILDE,M,Robert,,329196786,32919678600035,40 RUE MARX DORMOY,4334Z,Travaux de peinture et vitrerie,320325392,1767169,28,1984-02-15,SA à conseil d'administration,45734
AER,TDN,,59113,SECLIN,17,328160740,Gérant,FRADIN,M,Gilles,,494106503,49410650300027,105 RUE DES CLAUWIERS,2712Z,Fabrication de matériel de distribution et de commande électrique,,4391683,20,2006-12-18,SARL unipersonnelle,20000
AER,TRANSPORTS J.L.F,,59113,SECLIN,17,328550540,Gérant,DA GRACA,M,Peter,,420858532,42085853200047,16 RUE DU ROUGE BOUTON,4941A,Transports routiers de fret interurbains,,2504836,17,1998-10-01,SARL unipersonnelle,8000
AER,APPLICATION TECHNIQUES ELECTRICITE GEN,,59175,TEMPLEMARS,17,320972625,Gérant,MAIRESSE,MME,Nathalie,,343431771,34343177100025,RUE LOUIS SURY,3320C,Conception d'ensemble et assemblage sur site industriel d'équipements de contrôle des processus industriels,320951402,1722313,15,1988-01-11,Société à responsabilité limitée,30000
AER,H P C,,59175,TEMPLEMARS,17,328168733,Président,INVESTISSEMENTS ET ACTION,M,Philippe,HOURDAIN,394421572,39442157200048,RUE DU PLOUVIER,7311Z,Activités des agences de publicité,,3579052,14,1994-03-01,Société par actions simplifiée,624320
AER,HENRICART,,59175,TEMPLEMARS,17,320752859,Président,DELTOUR,M,Xavier,,476680202,47668020200050,RUE JACQUES MESSAGER,4322B,Travaux d'installation d'équipements thermiques et de climatisation,,4117248,40,1966-01-01,Société par actions simplifiée,70000
AER,MAINTENANCE GENIE CLIMATIQUE,,59175,TEMPLEMARS,17,320168080,Gérant,EVRARD,M,Herve,,340090364,34009036400035,RUE DU PLOUVIER,4322B,Travaux d'installation d'équipements thermiques et de climatisation,,12946051,83,1987-01-01,Société à responsabilité limitée,500000
AER,METROPOLE ESPACES VERTS,,59175,TEMPLEMARS,17,320604688,Président,DELBAERE,M,Michel Elie Gaston Cornil,,348072901,34807290100021,RUE D ENNETIERES,8130Z,Services d'aménagement paysager,,2090155,37,1988-06-24,Société par actions simplifiée,39000
AER,NORD BACHES,,59175,TEMPLEMARS,17,320959191,Président,SIX,M,Alain,,421257742,42125774200013,1 RUE DE L EPINOY,1392Z,"Fabrication d'articles textiles, sauf habillement",320973874,2292794,23,1998-09-30,Société par actions simplifiée,310000
AER,PERILHON ELAGAGE,,59175,TEMPLEMARS,17,320961827,Président,DELBAERE,M,Michel Elie Gaston Cornil,,387472855,38747285500023,RUE D ENNETIERES,8130Z,Services d'aménagement paysager,,2248438,21,1992-04-01,Société par actions simplifiée,39000
AER,PRODESS SARL,,59175,TEMPLEMARS,17,320621600,Président,RUSZCZYNSKI,M,Henri,,342206869,34220686900022,RUE JACQUES MESSAGER,7112B,"Ingénierie, études techniques",,3807185,38,1987-09-01,Société par actions simplifiée,137000
AER,PROSYST,,59175,TEMPLEMARS,17,320904333,Président,ASSE,M,Abdallah,,433683216,43368321600041,RUE DE L EPINOY,5829C,Edition de logiciels applicatifs,,1695594,19,2000-11-14,Société par actions simplifiée,1006490
AER,RESIPELEC,,59175,TEMPLEMARS,17,320755000,Président,GUCINSKI,M,Patrick,,484442108,48444210800029,4 RUE DU PLOUVIER,4321A,Travaux d'installation électrique dans tous locaux,,5615007,34,2005-10-01,Société par actions simplifiée,37000
AER,SOC EQUIPE FOURNIT ROBOT AUTOMAT MACHI,,59175,TEMPLEMARS,17,320604949,Président,M DUST,,,,320686652,32068665200027,PL GUTENBERG,3320C,Conception d'ensemble et assemblage sur site industriel d'équipements de contrôle des processus industriels,320955962,1880656,12,1981-01-05,Société par actions simplifiée,67100
AER,SOCIETE NT TRANSMISSIONS,,59175,TEMPLEMARS,17,320963705,Président,HALLEZ,M,Didier,,306798158,30679815800037,PL GUTENBERG,4662Z,Commerce de gros (commerce interentreprises) de machines-outils,320961945,2237623,13,1976-01-01,Société par actions simplifiée,160440
AER,SPECIAL'REPASS,,59175,TEMPLEMARS,17,320352854,Gérant,LERICHE,M,Laurent,,398879221,39887922100032,22 RUE DE L EPINOY,9601A,Blanchisserie-teinturerie de gros,320962769,619868,10,1994-11-16,SARL unipersonnelle,7622
AER,SYSMED ASSISTANCE,,59175,TEMPLEMARS,17,328554034,Président,BACQUET,M,Johan,,440846020,44084602000046,RUE JACQUES MESSAGER,7729Z,Location et location-bail d'autres biens personnels et domestiques,,9022273,42,2002-01-02,Société par actions simplifiée,8000
AER,L.G.E. LES GOURMETS DE L'EUROPE,,59175,VENDEVILLE,17,320966464,Président,VAN DE WOESTYNE,M,Hugues  Gerard  Paul,,411806938,41180693800055,121 RUE DE SECLIN,4633Z,"Commerce de gros (commerce interentreprises) de produits laitiers, ½ufs, huiles et matières grasses comestibles",,22712501,12,1997-04-01,Société par actions simplifiée,38188
AER,LES DEMENAGEURS DU NORD PAS DE CALAIS,,59175,VENDEVILLE,17,320953939,Gérant,MOREAU,M,Christian,,344592795,34459279500050,115 RUE DE SECLIN,4942Z,Services de déménagement,320953463,498254,10,1988-04-01,Société à responsabilité limitée,15244
AER,BANGOR,,59139,WATTIGNIES,17,320969009,Gérant,GIVELET,M,Erwan,,483859377,48385937700051,236 RUE CLEMENCEAU,9602A,Coiffure,,695752,20,2005-08-16,Société à responsabilité limitée,23000
AER,BWL,,59139,WATTIGNIES,17,320950129,Gérant,CROQUET,M,Alex,,530554831,53055483100012,56 RUE FAIDHERBE,1071C,Boulangerie et boulangerie-pâtisserie,,,10,2011-01-24,Société à responsabilité limitée,395000
AER,CENTRE SOCIAL DU RIEZ,,59139,WATTIGNIES,17,320973265,,,,,,783878846,78387884600014,RUE DU PETIT BOIS,8899B,Action sociale sans hébergement n.c.a.,320973273,,10,1900-01-01,Association déclarée,
AER,CTRE COM ACTION SOCIALE DE WATTIGNIES,,59139,WATTIGNIES,17,320629910,,,,,,265906487,26590648700011,306 RUE CLEMENCEAU,8899B,Action sociale sans hébergement n.c.a.,,,20,1978-01-01,Centre communal d'action sociale,
AER,INTER'ACTIVE,,59139,WATTIGNIES,17,320979525,,,,,,422929646,42292964600012,3 RUE JULES FERRY,7820Z,Activités des agences de travail temporaire,,,20,1999-03-17,"Association déclarée ""entreprises d'insertion par l'économique""",
AER,INTERM'AIDE,,59139,WATTIGNIES,17,320970513,,,,,,344941570,34494157000022,5 RUE JULES FERRY,8899B,Action sociale sans hébergement n.c.a.,,,20,1988-05-01,"Association déclarée ""entreprises d'insertion par l'économique""",
AER,INTERVAL,,59139,WATTIGNIES,17,320970513,,,,,,410170153,41017015300010,5 RUE JULES FERRY,8299Z,Autres activités de soutien aux entreprises n.c.a.,,,50,1996-10-23,"Association déclarée ""entreprises d'insertion par l'économique""",
AER,J.C.D AUTOS,,59139,WATTIGNIES,17,328552255,Gérant,JUPIN,M,Jean Christophe,,414471078,41447107800017,158 RUE DU GENERAL DE GAULLE,4511Z,Commerce de voitures et de véhicules automobiles légers,328552254,2793369,10,1997-11-01,Société à responsabilité limitée,40000
AER,PROMESSES CENTRE SOCIAL & SOCIO CULTUR,,59139,WATTIGNIES,17,320600733,,,,,,404149932,40414993200026,9 RUE HONORE DE BALZAC,8899B,Action sociale sans hébergement n.c.a.,,,10,1996-01-01,Association déclarée,
AER,RICHARD MOBILIER,,59139,WATTIGNIES,17,320963207,Président,SDPR,M,Francois,JONCQUEZ,438192544,43819254400015,111 RUE DU GENERAL DE GAULLE,3109A,Fabrication de sièges d'ameublement d'intérieur,,3422299,23,2001-05-05,Société par actions simplifiée,233100
AER,CLETON,,59166,BOUSBECQUE,18,320286870,Président,DESTAILLEUR,MME,Elodie,,491147781,49114778100018,RUE AUGER,4711D,Supermarchés,,12357156,27,2006-07-19,Société par actions simplifiée,40000
AER,DEGRAVE ET MARCANT ASSAINISSEMENT,,59166,BOUSBECQUE,18,320707232,Gérant,DEGRAVE,M,Dominique,,319647301,31964730100039,CHE DU PONT DES VACHES,8122Z,Autres activités de nettoyage des bâtiments et nettoyage industriel,,2609749,16,1980-06-17,Société à responsabilité limitée,66147
AER,TISSAGE DELANNOY,,59166,BOUSBECQUE,18,320236108,Co-gérant,DELANNOY,M,Marc,,885581355,88558135500025,ZONE PRAIRIES DE LA LYS,1396Z,Fabrication d'autres textiles techniques et industriels,,,50,1955-01-01,Société à responsabilité limitée,38400
AER,ADIC INTERNATIONAL,,59560,COMINES,18,320143338,Président,MULLER,M,Robert,,330783200,33078320000026,RUE AMPERE,4641Z,Commerce de gros (commerce interentreprises) de textiles,,,10,1984-07-12,Société par actions simplifiée,300000
AER,AEL CREATION,,59560,COMINES,18,328046525,Gérant,QUAGHEBEUR,MME,Brigitte,,414956052,41495605200024,42 B RUE D ARMENTIERES,4645Z,Commerce de gros (commerce interentreprises) de parfumerie et de produits de beauté,328048426,1494450,19,1997-10-09,Société à responsabilité limitée,179894
AER,CENTRE SOCIAL,,59560,COMINES,18,320390464,,,,,,783557002,78355700200012,25 PL DU GENERAL DE GAULLE,8891A,Accueil de jeunes enfants,,,10,1900-01-01,Association déclarée,
AER,CINQ GE,,59560,COMINES,18,320398482,Gérant,LEVEUGLE,,Jean Marc Gerard,,308973825,30897382500059,62 RUE GD PERNE AU VIEUX SOLDAT,4631Z,Commerce de gros (commerce interentreprises) de fruits et légumes,,2405401,13,1900-01-01,Société à responsabilité limitée,90000
AER,CORNEILLIE FRERES ET COMPAGNIE,,59560,COMINES,18,320390166,,,,,,457509743,45750974300029,3 RUE HENRI POLLET,4399C,Travaux de maçonnerie générale et gros ½uvre de bâtiment,,1829051,23,1957-01-01,Société à responsabilité limitée,216000
AER,ETABLISSEMENTS G. MARTIN SA,,59560,COMINES,18,320630651,Président,FAUCHILLE,M,Gerard Raymond,,302409107,30240910700042,62 RTE D ARMENTIERES,2593Z,"Fabrication d'articles en fils métalliques, de chaînes et de ressorts",,5543381,31,1975-01-01,Société par actions simplifiée,495000
AER,HOPITAL DE COMINES,,59560,COMINES,18,320142800,,,,,,265906800,26590680000015,72 RUE DE QUESNOY,8610Z,Activités hospitalières,320395349,,200,1923-01-01,Etablissement d'hospitalisation,
AER,LEGER PATRICK,,59560,COMINES,18,320395709,,,,,,378953343,37895334300043,217 B RUE DE WERVICQ,2550B,"Découpage, emboutissage",,,10,1990-08-08,Artisan,
AER,PROTEC SYSTEMES,,59560,COMINES,18,328388120,Gérant,BEZSILKO,M,Philippe,,402972780,40297278000033,6 RUE RENE DESCARTES,2790Z,Fabrication d'autres matériels électriques,,2950210,20,1995-11-14,Société à responsabilité limitée,7622
AER,SAS DEBREZ,,59560,COMINES,18,320392929,Président,DEBREZ,M,Benoit,,472500958,47250095800013,63 RUE DU CHATEAU,1721B,Fabrication de cartonnages,320392124,,20,1972-01-01,Société par actions simplifiée,150000
AER,SCP MEURILLON GREGOIRE LEMAIRE HUGUES,,59560,COMINES,18,320395147,Gérant,LEMAIRE,M,Hugues,,328973474,32897347400013,32 RUE DE LA REPUBLIQUE,6910Z,Activités juridiques,320394001,,10,1983-10-01,Société civile professionnelle,228673
AER,SIEREM SARL,,59560,COMINES,18,320630640,Gérant,HOFMANN,M,Walter,,452529399,45252939900019,4 RUE AMPERE,2829A,"Fabrication d'équipements d'emballage, de conditionnement et de pesage",320630641,2478637,20,2004-03-05,Société à responsabilité limitée,400000
AER,SOC EXERCICE LIBERAL BIO FIN ASSOCIES,,59560,COMINES,18,320390693,Président du directoire,FIN,MME,Marie Christine,,509152583,50915258300019,92 AV DU GENERAL LECLERC,8690B,Laboratoires d'analyses médicales,320394887,2266585,16,2008-11-19,Société d'exercice libéral par action simplifiée,3600000
AER,SOELS ELECTROTECH,,59560,COMINES,18,320066315,Gérant,SOELS,M,Robert,,443134903,44313490300014,8 RUE DE LA VICTOIRE,4321A,Travaux d'installation électrique dans tous locaux,,2393381,14,2002-08-19,Société à responsabilité limitée,1408795
AER,VETEMENTS DEBURCK,,59560,COMINES,18,320393635,Gérant,DEBURCK,MME,Patricia,,402279749,40227974900012,12 GRAND PLACE,4771Z,Commerce de détail d'habillement en magasin spécialisé,320391925,1314211,11,1995-02-01,Société à responsabilité limitée,352360
