"societe";"ref";"date";"produit";"date2";"compte_absystech_before";"compte_absystech_after";"type";"quantite";" prix ";"id_facture_ligne";"type_facture"
"FVH International Travel";"FLI19100066";01/10/2019;"Protection SpamAway / AntiSpam - Antivirus > user@domaine.com";01/10/2019;"LOCATION HEBERGEMENT";"MAINTENANCE INFRA";"service";"102.00";" 1.50 ";45362;"facture_periodique"
"Gan Assurances";"FLI19100067";01/10/2019;"Mise à jour proactive / Sécurité - Switch Unifi, 5¤ / mois - DLI18020017";01/10/2019;"PRESTATIONS - ABO TACITE";"MAINTENANCE INFRA";"service";"3.00";" 5.00 ";45364;"facture_periodique"
"Ginger CEBTP";"FLI19100068";01/10/2019;"Prestation de gestion des plateformes techniques dédiées à GEMP transférée à GINGER CEBTP";01/10/2019;"LOCATION HEBERGEMENT";"MAINTENANCE INFRA";"service";"3.00";" 200.00 ";45367;"facture_periodique"
"Ginger CEBTP";"FLI19100068";01/10/2019;"Sauvegarde ISO J-7 / S-4 / M-12";01/10/2019;"LOCATION HEBERGEMENT";"MAINTENANCE INFRA";"service";"3.00";" 10.00 ";45368;"facture_periodique"
"Iconex Ingénierie";"FLI19100069";01/10/2019;"Controller Unifi - Interface web centralisée (outil de gestion)- Politique de sécurité - Prévention d'intrusion - Qualité de service (QoS) avec réservation de la bande passante - Gestion des mots de passe - Gestion des accès utilisateurs - Multiples SSID (plusieurs réseaux distincts possibles - Mise à jour des firmwares des bornes à distance - Hébergement sur le Cloud privé d'AbsysTech - Administration par AbsysTech - Génération identifiants et mots de passe pour l'administrateur interne -[tarif par trimest";01/10/2019;"VENTE D'ABONNEMENTS";"MAINTENANCE INFRA";"marchandise";"15.00";" 1.00 ";45370;"facture_periodique"
"IRM METROPOLE SUD";"FLI19100070";01/10/2019;"AbsysTech Cloud Backup Pack Business - Jusque 1To de données stockées - Disponible Windows, Mac et Linux - Données stockées dans le Cloud sur un serveur en France - Cryptage 448 bits - Support par ticket hotline - Support téléphonique - Pas de limite du nombre de postes sauvegardés - Accès aux options Serenity et Boost recovery - Forfait ajustable (par mois) - Engagement 1 an";01/10/2019;"VENTE D'ABONNEMENTS";"VENTE D'ABONNEMENTS";"marchandise";"3.00";" 50.00 ";45373;"facture_periodique"
"IRM METROPOLE SUD";"FLI19100070";01/10/2019;"Licence 1 poste avec option Serenity (par mois)";01/10/2019;"VENTE D'ABONNEMENTS";"VENTE D'ABONNEMENTS";"marchandise";"3.00";" 6.00 ";45374;"facture_periodique"
"KREATIC";"FLI19100071";01/10/2019;"AbsysTech Cloud Backup Pack Business - Jusque 1To de données stockées - Disponible Windows, Mac et Linux - Données stockées dans le Cloud sur un serveur en France - Cryptage 448 bits - Support par ticket hotline - Support téléphonique - Pas de limite du nombre de poste sauvegardés - Accès aux options Serenity et Boost recovery - Forfait ajustable (par mois)";01/10/2019;"VENTES DE MARCHANDISES";"VENTE D'ABONNEMENTS";"marchandise";"6.00";" 50.00 ";45378;"facture_periodique"
"KREATIC";"FLI19100071";01/10/2019;"Licence 1 poste avec option Serenity (par mois)";01/10/2019;"VENTES DE MARCHANDISES";"VENTE D'ABONNEMENTS";"marchandise";"6.00";" 6.00 ";45379;"facture_periodique"
"KREATIC";"FLI19100071";01/10/2019;"Extension 500 Go pour AbsysTech Cloud Backup (par mois)";01/10/2019;"VENTES DE MARCHANDISES";"VENTE D'ABONNEMENTS";"marchandise";"3.00";" 20.00 ";45380;"facture_periodique"
"Leroy Merlin";"FLI19100072";01/10/2019;"Redevance mensuelle pour un engagement de 36 mois minimum + 10 heures de maintenance annuelle sur site évolutif";01/10/2019;"PRESTATIONS - ABO TACITE";"MAINTENANCE INFRA";"service";"3.00";" 140.00 ";45383;"facture_periodique"
"Leroy Merlin";"FLI19100072";01/10/2019;"Année d'hébergement 100Mo d'espace disque - 1 MySQL - 10 adresses e-mails - Récupération du domaine 'blog-leroymerlin-valenciennes.fr' - Serveurs DNS primaire/secondaire - configuration de Vhost - Statistique AWSTATS";01/10/2019;"VENTE D'ABONNEMENTS";"MAINTENANCE INFRA";"marchandise";"1.00";" 0.00 ";45384;"facture_periodique"
"Mairie de Radinghem-en-Weppes";"FLI19100073";01/10/2019;"AbsysTech Cloud Backup Pack Business - Jusque 1To de données stockées - Disponible Windows, Mac et Linux - Données stockées dans le Cloud sur un serveur en France - Cryptage 448 bits - Support par ticket hotline - Support téléphonique - Pas de limite du nombre de postes sauvegardés - Accès aux options Serenity et Boost recovery - Forfait ajustable (par mois) - Engagement 1 an (Remise exceptionnelle de 20% incluse)";01/10/2019;"PRESTATIONS - ABO TACITE";"VENTE D'ABONNEMENTS";"service";"3.00";" 40.00 ";45387;"facture_periodique"
"Mairie de Radinghem-en-Weppes";"FLI19100073";01/10/2019;"Licence 1 poste avec option Serenity (par mois)";01/10/2019;"VENTE D'ABONNEMENTS";"VENTE D'ABONNEMENTS";"marchandise";"9.00";" 6.00 ";45388;"facture_periodique"
"MAISON BALLESTER SENECHAL";"FLI19100074";01/10/2019;"Controller Unifi - Interface web centralisée - Politique de sécurité - Prévention d'intrusion - Qualité de service (QoS) avec réservation de la bande passante - Gestion des mots de passe - Gestion des accès utilisateurs - Multiples SSID (plusieurs réseaux distincts possibles - Mise à jour des firmwares des bornes à distance - Hébergement sur le Cloud privé d'AbsysTech - Administration générale par AbsysTech - Génération identifiants et mots de passe pour l'administrateur interne - Supervision de l'état des";01/10/2019;"PRESTATIONS - ABO TACITE";"MAINTENANCE INFRA";"service";"3.00";" 9.00 ";45390;"facture_periodique"
"Mortreux SAS";"FLI19100075";01/10/2019;"Compte Microsoft Office 365 Business Essentials - Licence d'abonnement mensuelle sans engagement avec support technique illimité pour l'ensemble des fonctionnalités basiques de la suite Office - 1 utilisateur - hébergé - agréé Microsoft";01/10/2019;"VENTE D'ABONNEMENTS";"VENTE D'ABONNEMENTS";"marchandise";"3.00";" 9.20 ";45393;"facture_periodique"
"NCO Services";"FLI19100076";01/10/2019;"Microsoft Office 365 Business Essentials - Licence d'abonnement ( 1 mois ) - 1 utilisateur - hébergé - agréé Microsoft - Offre sans engagement";01/10/2019;"VENTE D'ABONNEMENTS";"VENTE D'ABONNEMENTS";"marchandise";"3.00";" 6.50 ";45395;"facture_periodique"
"NORD MED";"FLI19100077";01/10/2019;"Controller UniFi - Interface web centralisée - Hébergement sur le Cloud privé d'AbsysTech - Administration générale par AbsysTech - Monitoring des équipements Unifi (switch, routeur, borne Wi-Fi, etc.) (5 ¤ HT/mois facturation au trimestre puis 2 ¤ HT/mois par équipement UniFi supplémentaire) DLI18090011";01/10/2019;"PRESTATIONS - ABO TACITE";"MAINTENANCE INFRA";"service";"3.00";" 5.00 ";45397;"facture_periodique"
"NPC Papeterie LEHOUCK";"FLI19100078";01/10/2019;"Protection SpamAway / AntiSpam - Antivirus > postmaster@toolburo.com";01/10/2019;"LOCATION HEBERGEMENT";"MAINTENANCE INFRA";"service";"3.00";" 2.50 ";45400;"facture_periodique"
"NPC Papeterie LEHOUCK";"FLI19100078";01/10/2019;"Protection SpamAway - AntiSpam - Antivirus > utilisateur@toolburo.com";01/10/2019;"LOCATION HEBERGEMENT";"MAINTENANCE INFRA";"service";"9.00";" 1.50 ";45401;"facture_periodique"
"Olivarius Apart'Hotel";"FLI19100079";01/10/2019;"AbsysTech Cloud Backup Pack Business - Jusque 500Go de données stockées - Disponible Windows, Mac et Linux - Données stockées dans le Cloud sur un serveur en France - Cryptage 128 bits - Support par ticket hotline - Support téléphonique";01/10/2019;"PRESTATIONS - ABO TACITE";"VENTE D'ABONNEMENTS";"service";"3.00";" 31.00 ";45403;"facture_periodique"
"Olivarius Apart'Hotel RTSIDF";"FLI19100080";01/10/2019;"AbsysTech Cloud Backup Pack Business - Jusque 50Go de données stockées - Disponible Windows, Mac et Linux - Données stockées dans le Cloud sur un serveur en France - Cryptage 128 bits - Support par ticket hotline - Support téléphonique";01/10/2019;"VENTES DE MARCHANDISES";"VENTE D'ABONNEMENTS";"marchandise";"3.00";" 31.00 ";45405;"facture_periodique"
"Olivarius Apart'Hotel RTSIDF";"FLI19100081";01/10/2019;"Controller Unifi - Interface web centralisée (outil de gestion)- Politique de sécurité - Prévention d'intrusion - Qualité de service (QoS) avec réservation de la bande passante - Gestion des mots de passe - Gestion des accès utilisateurs - Multiples SSID (plusieurs réseaux distincts possibles - Mise à jour des firmwares des bornes à distance - Hébergement sur le Cloud privé d'AbsysTech - Administration par AbsysTech - Génération identifiants et mots de passe pour l'administrateur interne";01/10/2019;"PRESTATIONS - ABO TACITE";"MAINTENANCE INFRA";"service";"3.00";" 49.00 ";45407;"facture_periodique"
"PARC MEDICAL DE BOLLEZEELE";"FLI19100082";01/10/2019;"Controller Unifi - Interface web centralisée (outil de gestion)- Politique de sécurité - Prévention d'intrusion - Qualité de service (QoS) avec réservation de la bande passante - Gestion des mots de passe - Gestion des accès utilisateurs - Multiples SSID (plusieurs réseaux distincts possibles - Mise à jour des firmwares des bornes à distance - Hébergement sur le Cloud privé d'AbsysTech - Administration par AbsysTech - Génération identifiants et mots de passe pour l'administrateur interne - Supervision de l'";01/10/2019;"PRESTATIONS - ABO TACITE";"MAINTENANCE INFRA";"service";"3.00";" 11.00 ";45409;"facture_periodique"
"Plasti Services SN";"FLI19100083";01/10/2019;"AbsysTech Cloud Backup - Espace de stockage 100Go en datacenter sécurisé - Gestion versionning / déduplication / Transfert des données par bloc - Tarif par mois - renouvelable par tacite reconduction";01/10/2019;"VENTE D'ABONNEMENTS";"VENTE D'ABONNEMENTS";"marchandise";"3.00";" 19.00 ";45412;"facture_periodique"
"Plasti Services SN";"FLI19100083";01/10/2019;"Licence 1 utilisateur pour sauvegarde en ligne dans le Cloud Privé AbsysTech Backup - Tarif pour 1 mois - renouvelable par tacite reconduction";01/10/2019;"VENTE D'ABONNEMENTS";"VENTE D'ABONNEMENTS";"marchandise";"6.00";" 6.25 ";45413;"facture_periodique"
"SAFER Hauts de France";"FLI19100084";01/10/2019;"Interface web centralisée (outil de gestion)- Politique de sécurité - Prévention d'intrusion - Qualité de service (QoS) avec réservation de la bande passante - Gestion des mots de passe - Gestion des accès utilisateurs - Multiples SSID (plusieurs réseaux distincts possibles - Mise à jour des firmwares des bornes à distance - Hébergement sur le Cloud privé d'AbsysTech - Administration par AbsysTech - Génération identifiants et mots de passe pour l'administrateur interne";01/10/2019;"VENTE D'ABONNEMENTS";"MAINTENANCE INFRA";"marchandise";"3.00";" 5.00 ";45415;"facture_periodique"
"SARL ES ELEC";"FLI19100085";01/10/2019;"AbsysTech Cloud Backup Pack Starter - Jusque 100Go de données stockées - Disponible Windows, Mac et Linux - Données stockées dans le Cloud sur un serveur en France - Cryptage 128 bits - Support par ticket hotline - Support téléphonique - Limité à 1 poste utilisateur par compte - Engagement d'un an (par mois)";01/10/2019;"VENTES DE MARCHANDISES";"VENTE D'ABONNEMENTS";"marchandise";"3.00";" 25.00 ";45417;"facture_periodique"
"Scanner de la Porte des Flandres";"FLI19100086";01/10/2019;"AbsysTech Cloud Backup Pack Business - Jusque 1To de données stockées - Disponible Windows, Mac et Linux - Données stockées dans le Cloud sur un serveur en France - Cryptage 448 bits - Support par ticket hotline - Support téléphonique - Pas de limite du nombre de poste sauvegardés - Accès aux options Serenity et Boost recovery - Forfait ajustable (par mois)";01/10/2019;"VENTES DE MARCHANDISES";"VENTE D'ABONNEMENTS";"marchandise";"3.00";" 50.00 ";45420;"facture_periodique"
"Scanner de la Porte des Flandres";"FLI19100086";01/10/2019;"Licence 1 poste avec option Serenity (par mois)";01/10/2019;"VENTES DE MARCHANDISES";"VENTE D'ABONNEMENTS";"marchandise";"3.00";" 6.00 ";45421;"facture_periodique"
"Scanner de la Porte des Flandres";"FLI19100087";01/10/2019;"Support technique et Maintenance proactive annuelle (2 serveurs, 4 accès Internet)";01/10/2019;"PRESTATIONS - ABO TACITE";"MAINTENANCE INFRA";"service";"3.00";" 68.00 ";45423;"facture_periodique"
"SCM LA VICTOIRE";"FLI19100088";01/10/2019;"Controller Unifi - Interface web centralisée (outil de gestion)- Politique de sécurité - Prévention d'intrusion - Qualité de service (QoS) avec réservation de la bande passante - Gestion des mots de passe - Gestion des accès utilisateurs - Multiples SSID (plusieurs réseaux distincts possibles - Mise à jour des firmwares des bornes à distance - Hébergement sur le Cloud privé d'AbsysTech - Administration par AbsysTech - Génération identifiants et mots de passe pour l'administrateur interne";01/10/2019;"PRESTATIONS - ABO TACITE";"MAINTENANCE INFRA";"service";"3.00";" 9.00 ";45425;"facture_periodique"
"SELARL CHIRURGIE PLASTIQUE CHIRURGIE DE LA MAIN";"FLI19100089";01/10/2019;"Controller Unifi - Interface web centralisée - Politique de sécurité - Prévention d'intrusion - ( quantité 3 à 5¤/ unité et par mois)";01/10/2019;"VENTE D'ABONNEMENTS";"MAINTENANCE INFRA";"marchandise";"9.00";" 5.00 ";45427;"facture_periodique"
"SELARL CHIRURGIE PLASTIQUE CHIRURGIE DE LA MAIN";"FLI19100090";01/10/2019;"AbsysTech Cloud Backup Pack Business - Jusque 1To de données stockées - Disponible Windows, Mac et Linux - Données stockées dans le Cloud sur un serveur en France - Cryptage 448 bits - Support par ticket hotline - Support téléphonique - Pas de limite du nombre de postes sauvegardés - Accès aux options Serenity et Boost recovery - Forfait ajustable (par mois) - Engagement 1 an";01/10/2019;"VENTE D'ABONNEMENTS";"VENTE D'ABONNEMENTS";"marchandise";"3.00";" 50.00 ";45430;"facture_periodique"
"SELARL CHIRURGIE PLASTIQUE CHIRURGIE DE LA MAIN";"FLI19100090";01/10/2019;"Licence 1 poste avec option Serenity (par mois)";01/10/2019;"VENTE D'ABONNEMENTS";"VENTE D'ABONNEMENTS";"marchandise";"3.00";" 6.00 ";45431;"facture_periodique"
"SELARL CLINIQUE VETERINAIRE PLANETARIUM";"FLI19100091";01/10/2019;"Espace de stockage 100Go en datacenter sécurisé - Gestion versionning / déduplication / Transfert des données par bloc - Par mois";01/10/2019;"PRESTATIONS - ABO TACITE";"VENTE D'ABONNEMENTS";"service";"3.00";" 19.00 ";45435;"facture_periodique"
"SELARL CLINIQUE VETERINAIRE PLANETARIUM";"FLI19100091";01/10/2019;"Licence de sauvegarde AbsysTech Cloud Backup pour un poste pour 1 mois";01/10/2019;"VENTE D'ABONNEMENTS";"VENTE D'ABONNEMENTS";"marchandise";"6.00";" 6.25 ";45436;"facture_periodique"
"SELARL CLINIQUE VETERINAIRE PLANETARIUM";"FLI19100091";01/10/2019;"Espace de stockage supplémentaire 100 Go - Par mois ( facturation au trimestre)";01/10/2019;"VENTE D'ABONNEMENTS";"VENTE D'ABONNEMENTS";"marchandise";"3.00";" 12.00 ";45437;"facture_periodique"
"SELARL CLINIQUE VETERINAIRE PLANETARIUM";"FLI19100092";01/10/2019;"Controller Unifi - Interface web centralisée - Politique de sécurité - Prévention d'intrusion - Qualité de service (QoS) avec réservation de la bande passante - Gestion des mots de passe - Gestion des accès utilisateurs - Multiples SSID (plusieurs réseaux distincts possibles - Mise à jour des firmwares des bornes à distance - Hébergement sur le Cloud privé d'AbsysTech - Administration générale par AbsysTech - Génération identifiants et mots de passe pour l'administrateur interne";01/10/2019;"PRESTATIONS - ABO TACITE";"MAINTENANCE INFRA";"service";"3.00";" 5.00 ";45440;"facture_periodique"
"SELARL CLINIQUE VETERINAIRE PLANETARIUM";"FLI19100092";01/10/2019;"Controller UniFi - Interface web centralisée (outil de gestion)- Politique de sécurité - Prévention d'intrusion - Qualité de service (QoS) avec réservation de la bande passante - Gestion des mots de passe  - DLI19040057";01/10/2019;"PRESTATIONS - ABO TACITE";"MAINTENANCE INFRA";"service";"3.00";" 2.00 ";45441;"facture_periodique"
"Selarl Soc Imagerie Porte Des Flandres";"FLI19100093";01/10/2019;"AbsysTech Cloud Backup Pack Business - Jusque 1To de données stockées - Disponible Windows, Mac et Linux - Données stockées dans le Cloud sur un serveur en France - Cryptage 448 bits - Support par ticket hotline - Support téléphonique - Pas de limite du nombre de poste sauvegardés - Accès aux options Serenity et Boost recovery - Forfait ajustable (par mois)";01/10/2019;"VENTES DE MARCHANDISES";"VENTE D'ABONNEMENTS";"marchandise";"3.00";" 50.00 ";45444;"facture_periodique"
"Selarl Soc Imagerie Porte Des Flandres";"FLI19100093";01/10/2019;"Licence 1 poste avec option Serenity (par mois)";01/10/2019;"VENTES DE MARCHANDISES";"VENTE D'ABONNEMENTS";"marchandise";"6.00";" 6.00 ";45445;"facture_periodique"
"Selarl Soc Imagerie Porte Des Flandres";"FLI19100094";01/10/2019;"Support technique et Maintenance proactive annuelle (2 serveurs, 4 accès Internet)";01/10/2019;"VENTE D'ABONNEMENTS";"MAINTENANCE INFRA";"marchandise";"3.00";" 271.00 ";45447;"facture_periodique"
"SORELI";"FLI19100095";01/10/2019;"Controller Unifi - Interface web centralisée (outil de gestion)- Politique de sécurité - Prévention d'intrusion - Qualité de service (QoS) avec réservation de la bande passante - Gestion des mots de passe - Gestion des accès utilisateurs - Multiples SSID (plusieurs réseaux distincts possibles - Mise à jour des firmwares des bornes à distance - Hébergement sur le Cloud privé d'AbsysTech - Administration par AbsysTech - Génération identifiants et mots de passe pour l'administrateur interne -";01/10/2019;"PRESTATIONS - ABO TACITE";"MAINTENANCE INFRA";"service";"1.00";" 15.00 ";45449;"facture_periodique"
"Spacing Nord";"FLI19100096";01/10/2019;"Espace de stockage 1To en datacenter sécurisé - Gestion versionning / déduplication / Transfert des données par bloc - Tarif par mois";01/10/2019;"VENTES DE MARCHANDISES";"VENTE D'ABONNEMENTS";"marchandise";"3.00";" 50.00 ";45454;"facture_periodique"
"Spacing Nord";"FLI19100096";01/10/2019;"Licence 1 utilisateur pour sauvegarde en ligne dans le Cloud Privé AbsysTech Backup - Tarif pour 1 mois - renouvelable par tacite reconduction";01/10/2019;"VENTES DE MARCHANDISES";"VENTE D'ABONNEMENTS";"marchandise";"30.00";" 6.25 ";45455;"facture_periodique"
"Spacing Nord";"FLI19100096";01/10/2019;"500 Go d'espace de stockage supplémentaire dans le cadre de la sauvegarde et la sécurisation de vos données par le biais d'AbsysTech Cloud Backup Pack Business";01/10/2019;"VENTE D'ABONNEMENTS";"VENTE D'ABONNEMENTS";"marchandise";"3.00";" 20.00 ";45456;"facture_periodique"
"Spacing Nord";"FLI19100096";01/10/2019;"500 Go d'espace de stockage supplémentaire dans le cadre de la sauvegarde et la sécurisation de vos données par le biais d'AbsysTech Cloud Backup Pack Business";01/10/2019;"VENTE D'ABONNEMENTS";"VENTE D'ABONNEMENTS";"marchandise";"3.00";" 20.00 ";45457;"facture_periodique"
"Spacing Nord";"FLI19100097";01/10/2019;"Controller Unifi - Interface web centralisée (outil de gestion)- Politique de sécurité - Prévention d'intrusion - Qualité de service (QoS) avec réservation de la bande passante - Gestion des mots de passe - Gestion des accès utilisateurs - Multiples SSID (plusieurs réseaux distincts possibles - Mise à jour des firmwares des bornes à distance - Hébergement sur le Cloud privé d'AbsysTech - Administration par AbsysTech - Génération identifiants et mots de passe pour l'administrateur interne - Supervision de l'";01/10/2019;"PRESTATIONS - ABO TACITE";"MAINTENANCE INFRA";"service";"3.00";" 9.00 ";45459;"facture_periodique"
"Studys";"FLI19100098";01/10/2019;"AbsysTech Cloud Backup Pack Business - Jusque 1To de données stockées - Disponible Windows, Mac et Linux - Données stockées dans le Cloud sur un serveur en France - Cryptage 448 bits - Support par ticket hotline - Support téléphonique - Pas de limite du nombre de poste sauvegardés - Accès aux options Serenity et Boost recovery - Forfait ajustable (par mois)";01/10/2019;"PRESTATIONS - ABO TACITE";"VENTE D'ABONNEMENTS";"service";"3.00";" 50.00 ";45462;"facture_periodique"
"Studys";"FLI19100098";01/10/2019;"Licence 1 poste avec option Serenity (par mois)";01/10/2019;"VENTE D'ABONNEMENTS";"VENTE D'ABONNEMENTS";"marchandise";"6.00";" 6.00 ";45463;"facture_periodique"
"Transalog";"FLI19100099";01/10/2019;"AbsysTech Cloud Backup Pack Business - Jusque 1To de données stockées - Disponible Windows, Mac et Linux - Données stockées dans le Cloud sur un serveur en France - Cryptage 448 bits - Support par ticket hotline - Support téléphonique - Pas de limite du nombre de poste sauvegardés - Accès aux options Serenity et Boost recovery - Forfait ajustable (par mois)";01/10/2019;"VENTE D'ABONNEMENTS";"VENTE D'ABONNEMENTS";"marchandise";"3.00";" 50.00 ";45467;"facture_periodique"
"Transalog";"FLI19100099";01/10/2019;"Licence poste avec option Serenity (par mois): 5 Serveurs sur Fouquières - 1 serveur sur Angres - 2 PC portables";01/10/2019;"VENTE D'ABONNEMENTS";"VENTE D'ABONNEMENTS";"marchandise";"18.00";" 6.00 ";45468;"facture_periodique"
"Transalog";"FLI19100099";01/10/2019;"Extension 500Go pour Pack Business - Forfait Ajustable";01/10/2019;"VENTE D'ABONNEMENTS";"VENTE D'ABONNEMENTS";"marchandise";"3.00";" 20.00 ";45469;"facture_periodique"
"Transalog";"FLI19100100";01/10/2019;"Maintenance et infogérance du routeur USG - Comprend les mises à jour software du système";01/10/2019;"SUPPORT";"MAINTENANCE INFRA";"service";"3.00";" 5.00 ";45471;"facture_periodique"
"VMD";"FLI19100101";01/10/2019;"assistance technique sur site sur la base de 1 demi-journée par mois";01/10/2019;"PRESTATIONS - ABO RENOUV";"MAINTENANCE INFRA";"service";"3.00";" 325.00 ";45474;"facture_periodique"
"VMD";"FLI19100101";01/10/2019;"forfait de 2 heures par mois reportables support hotline";01/10/2019;"PRESTATIONS - ABO TACITE";"PRESTATIONS INFRA";"service";"3.00";" 140.00 ";45475;"facture_periodique"
"VMD";"FLI19100102";01/10/2019;"Jusqu'à 1To de données dans le Cloud sur un serveur en France- Cryptage 448 bits - Support par ticket hotline- Support par ticket téléphonique- avec licence 1 poste";01/10/2019;"VENTE D'ABONNEMENTS";"VENTE D'ABONNEMENTS";"marchandise";"3.00";" 56.00 ";45477;"facture_periodique"
"Voyages Eeckhoute";"FLI19100103";01/10/2019;"Controller Unifi - Interface web centralisée - Hébergement sur le Cloud privé d'AbsysTech - Administration générale par AbsysTech - Monitoring des équipements Unifi (switch, routeur, borne Wi-Fi, etc.) - Politique de sécurité - Prévention d'intrusion - Qualité de service (QoS) avec réservation de la bande passante - Gestion des mots de passe - Gestion des accès utilisateurs - Mise à jour firmwares des équipements [5¤HT/mois, facturation au trimestre]";01/10/2019;"VENTE D'ABONNEMENTS";"MAINTENANCE INFRA";"marchandise";"3.00";" 5.00 ";45479;"facture_periodique"
"Climal";"FLI19100104";01/10/2019;"Infogérance Kaspersky Antivirus - Pilotage et supervision de l'état des antivirus sur console de management centralisée";01/10/2019;"PRESTATIONS - ABO TACITE";"MAINTENANCE INFRA";"service";"40.00";" 0.50 ";45489;"facture_periodique"
"Climal";"FLI19100104";01/10/2019;"Kaspersky Endpoint Security for Business - Select - Postes de travail et serveurs - Par mois / engagement mensuel";01/10/2019;"VENTE D'ABONNEMENTS";"VENTE D'ABONNEMENTS";"marchandise";"40.00";" 2.33 ";45490;"facture_periodique"
"Climal";"FLI19100104";01/10/2019;"Infogérance Kaspersky Antivirus - Pilotage et supervision de l'état des antivirus sur console de management centralisée [ prorata septembre 2019]";01/10/2019;"PRESTATIONS - ABO TACITE";"MAINTENANCE INFRA";"service";"40.00";" 0.08 ";45491;"facture_periodique"
"Climal";"FLI19100104";01/10/2019;"Kaspersky Endpoint Security for Business - Select - Postes de travail et serveurs - Par mois / engagement mensuel  [ prorata septembre 2019]";01/10/2019;"VENTE D'ABONNEMENTS";"VENTE D'ABONNEMENTS";"marchandise";"40.00";" 0.39 ";45492;"facture_periodique"
"Climal";"FLI19100104";01/10/2019;"Prestation forfaitaire d'installation, de configuration et de déploiement d'une licence Antivirus Kaspersky sur un PC/serveur";01/10/2019;"VENTES DE MARCHANDISES";"PRESTATIONS INFRA";"marchandise";"40.00";" 19.00 ";45493;"facture_periodique"
"Cléodis";"FLI19100105";01/10/2019;"Controller Unifi - Interface web centralisée (outil de gestion)- Politique de sécurité - Prévention d'intrusion - Qualité de service (QoS) avec réservation de la bande passante - Gestion des mots de passe - Gestion des accès utilisateurs - Multiples SSID (plusieurs réseaux distincts possibles - Mise à jour des firmwares des bornes à distance - Hébergement sur le Cloud privé d'AbsysTech - Administration par AbsysTech";01/10/2019;"PRESTATIONS - ABO TACITE";"MAINTENANCE INFRA";"service";"3.00";" 10.00 ";45495;"facture_periodique"
"Cléodis";"FLI19100106";01/10/2019;"Controller Unifi - Interface web centralisée (outil de gestion)- Politique de sécurité - Prévention d'intrusion - Qualité de service (QoS) avec réservation de la bande passante - Gestion des mots de passe - Gestion des accès utilisateurs - Multiples SSID (plusieurs réseaux distincts possibles - Mise à jour des firmwares des bornes à distance - Hébergement sur le Cloud privé d'AbsysTech - Administration par AbsysTech";01/10/2019;"PRESTATIONS - ABO TACITE";"MAINTENANCE INFRA";"service";"3.00";" 10.00 ";45496;"facture_periodique"
"Cléodis";"FLI19100107";01/10/2019;"Abonnement Mensuel Cle?oscope - Tranche 1 a? 25 utilisateurs";01/10/2019;"VENTE D'ABONNEMENTS";"VENTE D'ABONNEMENTS";"marchandise";"1.00";" 100.00 ";45499;"facture_periodique"
"Cléodis";"FLI19100108";01/10/2019;"Abonnement mensuel Microsoft Office 365 Business Essentials, Support technique AbsysTech illimité";01/10/2019;"VENTE D'ABONNEMENTS";"VENTE D'ABONNEMENTS";"marchandise";"16.00";" 9.20 ";45502;"facture_periodique"
"Cléodis";"FLI19100108";01/10/2019;"Abonnement Mensuel - Microsoft Office Business Premium - support inclus [DLI18060017]";01/10/2019;"VENTE D'ABONNEMENTS";"VENTE D'ABONNEMENTS";"marchandise";"3.00";" 15.50 ";45503;"facture_periodique"
"Cléodis";"FLI19100109";01/10/2019;"Abonnement 4G pour modem (les consommations voix, SMS, MMS, N° spéciaux seront facturés en sus) - Utilisable en France métropolitaine uniquement - Utilisable dans le modem fourni par AbsysTech uniquement.";01/10/2019;"VENTE D'ABONNEMENTS";"VENTE D'ABONNEMENTS";"marchandise";"1.00";" 23.00 ";45505;"facture_periodique"
"Cléodis";"FLI19100110";01/10/2019;"Contrat de maintenance Cleodis - Tarification par trimestre - 15 crédits";01/10/2019;"PRESTATIONS - ABO TACITE";"MAINTENANCE INFRA";"service";"15.00";" 50.00 ";45507;"facture_periodique"
"Cléodis";"FLI19100111";01/10/2019;"Controller Unifi - Interface web centralisée (outil de gestion)- Politique de sécurité - Prévention d'intrusion - Qualité de service (QoS) avec réservation de la bande passante - Gestion des mots de passe - Gestion des accès utilisateurs - Multiples SSID (plusieurs réseaux distincts possibles - Mise à jour des firmwares des bornes à distance - Hébergement sur le Cloud privé d'AbsysTech - Administration par AbsysTech";01/10/2019;"PRESTATIONS - ABO TACITE";"MAINTENANCE INFRA";"service";"3.00";" 10.00 ";45508;"avoir"
"Cléodis";"FLI19100112";01/10/2019;"AbsysTech Cloud Backup Pack Business - Jusque 1To de données stockées - Disponible Windows, Mac et Linux - Données stockées dans le Cloud sur un serveur en France - Cryptage 448 bits - Support par ticket hotline - Support téléphonique - Pas de limite du nombre de poste sauvegardés - Accès aux options Serenity et Boost recovery - Forfait ajustable (par mois)";01/10/2019;"PRESTATIONS - ABO TACITE";"VENTE D'ABONNEMENTS";"service";"3.00";" 50.00 ";45512;"facture_periodique"
"Cléodis";"FLI19100112";01/10/2019;"Extension 500Go pour Pack Business - Forfait Ajustable";01/10/2019;"PRESTATIONS - ABO TACITE";"VENTE D'ABONNEMENTS";"service";"12.00";" 20.00 ";45513;"facture_periodique"
"Cléodis";"FLI19100112";01/10/2019;"Licence 1 poste avec option Serenity (par mois)";01/10/2019;"VENTE D'ABONNEMENTS";"VENTE D'ABONNEMENTS";"marchandise";"6.00";" 6.00 ";45514;"facture_periodique"
