Référence;Désignation;Sous catégorie;Fabriquant ;commentaire ;Prix d'achat;Fournisseur
1600A016BP;Niveau à bulle 60cm (blister);OUTILLAGE A MAIN;BOSCH;;53;
1600A016BR;Niveau à bulle 120cm  (blister);OUTILLAGE A MAIN;BOSCH;;88;
1600A016BL;Cutter avec lame rétractable (blister);OUTILLAGE A MAIN;BOSCH;;20;
1600A016BH;Mètre 5m (blister);OUTILLAGE A MAIN;BOSCH;;22;
1600A02W3N;Pince multiprise 250mm;OUTILLAGE A MAIN;BOSCH;;35;
1600A02W3R;Pince-clé 250mm;OUTILLAGE A MAIN;BOSCH;;59;
1600A02W3T;Clé serre-tube d’angle 45° en S 420mm (C);OUTILLAGE A MAIN;BOSCH;;55;
1600A02W3V;Clé serre-tube d'angle 90° 420mm (C);OUTILLAGE A MAIN;BOSCH;;55;
1600A02NC0;VDE tournevis SL 2.5;OUTILLAGE A MAIN;BOSCH;;5;
1600A02NC1;VDE tournevis SL 3.5;OUTILLAGE A MAIN;BOSCH;;6;
1600A02NC2;VDE tournevis SL 4.5;OUTILLAGE A MAIN;BOSCH;;8;
1600A02NC3;VDE tournevis SL 5.5;OUTILLAGE A MAIN;BOSCH;;8;
1600A02NC4;VDE tournevis SL 6.5;OUTILLAGE A MAIN;BOSCH;;9;
1600A02NB8;VDE tournevis PH 1;OUTILLAGE A MAIN;BOSCH;;8;
1600A02NB9;VDE tournevis PH 2;OUTILLAGE A MAIN;BOSCH;;9;
1600A02NC5;VDE tournevis TX 10;OUTILLAGE A MAIN;BOSCH;;7;
1600A02NC6;VDE tournevis TX 15;OUTILLAGE A MAIN;BOSCH;;7;
1600A02NC7;VDE tournevis TX 20;OUTILLAGE A MAIN;BOSCH;;8;
1600A02NC8;VDE tournevis TX 25;OUTILLAGE A MAIN;BOSCH;;8;
1600A02NC9;VDE tournevis TX 30;OUTILLAGE A MAIN;BOSCH;;9;
1600A02ND0;VDE tournevis TX 40;OUTILLAGE A MAIN;BOSCH;;9;
1600A02ND1;VDE tournevis PZ 1;OUTILLAGE A MAIN;BOSCH;;8;
1600A02ND2;VDE tournevis PZ 2;OUTILLAGE A MAIN;BOSCH;;9;
1600A02ND3;VDE tournevis PZ 3;OUTILLAGE A MAIN;BOSCH;;9,5;
1600A02ND4;VDE tournevis SL/PH 1;OUTILLAGE A MAIN;BOSCH;;12;
1600A02ND5;VDE tournevis SL/PH 2;OUTILLAGE A MAIN;BOSCH;;14;
1600A02ND6;VDE tournevis SL/PZ 1;OUTILLAGE A MAIN;BOSCH;;12;
1600A02ND7;VDE tournevis SL/PZ 2;OUTILLAGE A MAIN;BOSCH;;14;
1600A02ND8;VDE Tournevis testeur de courant SL 3;OUTILLAGE A MAIN;BOSCH;;7;
1600A02NF3;"VDE Set 6 pc tournevis à douille (7mm; 8mm; 10mm; 12mm; 13mm; 14mm)";OUTILLAGE A MAIN;BOSCH;;99;
1600A02NF7;"VDE Set 7 pc tournevis SL/PH (SL2.5; SL3.5; SL5.5; SL6.5; PH1; PH2; testeur)";OUTILLAGE A MAIN;BOSCH;;41;
1600A02NF8;"VDE Set 7 pc tournevis TX (TX 10; TX 15;  TX 20; TX 25; TX 30; TX 40; testeur)";OUTILLAGE A MAIN;BOSCH;;40;
1600A02NF9;"VDE Set 14 pc tournevis mix ((SL 2.5; SL 3.5; SL 5.5; SL 6.5; PH 1; PH 2; PZ 1; PZ 2; SL/PZ 1; SL/PZ 2; TX 10; TX 15; TX 20; Voltmètre)     ";OUTILLAGE A MAIN;BOSCH;;90;
1600A02ND9;VDE Pince à découper les côtés 160mm;OUTILLAGE A MAIN;BOSCH;;23;
1600A02NE1;VDE Pince combinée 180mm;OUTILLAGE A MAIN;BOSCH;;23;
1600A02NE2;VDE Coupeur latéral diagonal à grand levier 200mm;OUTILLAGE A MAIN;BOSCH;;32;
1600A02NE3;VDE Pince à bec longue droite 200mm;OUTILLAGE A MAIN;BOSCH;;25;
1600A02NE4;VDE Pince à long bec courbée(40°);OUTILLAGE A MAIN;BOSCH;;25;
1600A02NE5;VDE Pince pour pompe à eau 250mm;OUTILLAGE A MAIN;BOSCH;;39;
1600A02NE6;VDE Pince à sertir 180mm;OUTILLAGE A MAIN;BOSCH;;32;
1600A02NE7;VDE Pince à dénuder 160mm;OUTILLAGE A MAIN;BOSCH;;25;
1600A02NF4;VDE Coupe câble 200mm;OUTILLAGE A MAIN;BOSCH;;39;
1600A02NG0;"VDE SET de 3 Pinces (Pince coupante diagonale isolée 160mm; Pince universelle 180mm; Pince à bec long isolée 200mm)";OUTILLAGE A MAIN;BOSCH;;65;
1600A02NG1;"VDE SET de 4 Pinces (Pince coupante diagonale isolée 160mm; Pince universelle 180mm; Pince à bec long isolée 200mm; Pince à denuder isolée 160mm) ";OUTILLAGE A MAIN;BOSCH;;86;
1600A02NE9;VDE Clé à fourche simple 8mm;OUTILLAGE A MAIN;BOSCH;;17;
1600A02NF0;VDE Clé à fourche simple 10mm;OUTILLAGE A MAIN;BOSCH;;18;
1600A02NF1;VDE Clé à fourche simple 13mm;OUTILLAGE A MAIN;BOSCH;;19;
1600A02NF2;VDE Clé à fourche simple 17mm;OUTILLAGE A MAIN;BOSCH;;21;
1600A02NE8;"VDE KIT de 4 Clés à fourche simple (8 mm; 10 mm;  13 mm; 17 mm)";OUTILLAGE A MAIN;BOSCH;;65;
1600A02NF5;VDE Coupe Cable;OUTILLAGE A MAIN;BOSCH;;18;
1600A02NF6;VDE Couteau de démontage;OUTILLAGE A MAIN;BOSCH;;19;
1600A02NG2;"SET MIX de 5 pièces (Pince coupante diagonale isolée 160mm; Pince à bec long isolée 200mm; Tournevis SL 3.5; Tournevis SL 6.5; Tournevis PH 2  )";OUTILLAGE A MAIN;BOSCH;;65;
1600A02NG3;"SET MIX de 7 pièces (Pince coupante diagonale isolée 160mm; Pince à bec long isolée 200mm; Tournevis SL 3.5; Tournevis SL 6.5; Tournevis PH 1; Couteau à dégainer; Voltmètre)";OUTILLAGE A MAIN;BOSCH;;87;
1600A02NG4;Set d'outillage à main standard + VDE L;OUTILLAGE A MAIN;BOSCH;;449;
06019B690H;Perceuse à percussion GSB 12V-15 + batteries GBA 2x2,0Ah + chargeur GAL 12V-20 sac;PERCEUSE ;BOSCH;;175;
06019B6906;Perceuse à percussion GSB 12V-15 + batteries GBA 2x2,0Ah + chargeur GAL 12V-40 L;PERCEUSE ;BOSCH;;209;
06019B690J;Perceuse à percussion GSB 12V-15 + batteries GBA  2x2,0Ah + chargeur GAL 12V-20 + 10 acc (Coffret);PERCEUSE ;BOSCH;;179;
06019B690K;Perceuse à percussion GSB 12V-15 + batteries GBA 12V 2,0Ah + chargeur GAL 12V-20 + 25 acc sac;PERCEUSE ;BOSCH;;185;
06019B690G;Perceuse à percussion GSB 12V-15 + batterie GBA 1x2,0Ah + batterie GBA 1x4,0Ah + chargeur GAL 12V-20 sac;PERCEUSE ;BOSCH;;209;
06019B690E;Perceuse à percussion GSB 12V-15 solo L;PERCEUSE ;BOSCH;;125;
06019B6901;Perceuse à percussion GSB 12V-15 solo (C);PERCEUSE ;BOSCH;;99;
06019G9104;Perceuse à percussion GSB 12V-30 + batteries GBA 2x2,0Ah + chargeur GAL 12V-30 sac;PERCEUSE ;BOSCH;;185;
06019J9000;Perceuse à percussion GSB 12V-35 + batteries GBA 2x3,0Ah + chargeur GAL 12V-40 L;PERCEUSE ;BOSCH;;295;
06019J9001;Perceuse à percussion GSB 12V-35 solo L;PERCEUSE ;BOSCH;;175;
06019J9002;Perceuse à percussion GSB 12V-35 solo (C);PERCEUSE ;BOSCH;;155;
06019H1109;Perceuse à percussion GSB 18V- 21 + batteries GBA 2x2,0Ah + chargeur GAL 1820 LC;PERCEUSE ;BOSCH;;235;
06019H1107;Perceuse à percussion GSB 18V-21 + batteries GBA 2x2,0Ah + chargeur GAL 18V-40 L;PERCEUSE ;BOSCH;;245;
06019H110C;Perceuse à percussion GSB 18V-21 + batteries GBA 2x4,0Ah + chargeur GAL 18V-20 + 82 acc LC Pick&Click;PERCEUSE ;BOSCH;;319;
06019H1108;Perceuse à percussion GSB 18V-21 solo L;PERCEUSE ;BOSCH;;165;
06019H1176;Perceuse à percussion GSB 18V-21 solo (C);PERCEUSE ;BOSCH;;145;
0615990L9S;PERCEUSE A PERCUSSION GSB 18V-21 1x2,0Ah 1x4,0Ah GAL 18V-40 LC;PERCEUSE ;BOSCH;;269;
06019H400B;Perceuse à Percussion  GSB 18V-28 2x2,0Ah GAL 18V-20 LC;PERCEUSE ;BOSCH;;269;
06019H400C;Perceuse visseuse GSB 18V-28 2x4,0Ah GAL 18V40 L;PERCEUSE ;BOSCH;;329;
06019E710B;Perceuse à Percussion GSB 18V-28 2 batteries 4,0Ah + GAL 18V-20 + 82 acc en L-Case Pick&Click;PERCEUSE ;BOSCH;;349;
06019H4008;Perceuse à Percussion GSB 18V-28 solo L ;PERCEUSE ;BOSCH;;205;
06019H4000;Perceuse à Percussion GSB 18V-28  solo (C);PERCEUSE ;BOSCH;;175;
06019K3300;PERCEUSE VISSEUSE GSB 18V-45 solo (C);PERCEUSE ;BOSCH;;169;
06019K3301;PERCEUSE VISSEUSE GSB 18V-45 solo L;PERCEUSE ;BOSCH;;199;
06019K3302;PERCEUSE VISSEUSE GSB 18V-45 2x2,0Ah GAL 18V-20 LC;PERCEUSE ;BOSCH;;259;
06019K3303;PERCEUSE VISSEUSE GSB 18V-45 2x2,0Ah GAL 18V-20 L;PERCEUSE ;BOSCH;;265;
06019K3306;PERCEUSE VISSEUSE GSB 18V-45 2x2,0Ah, GAL 18V-20  + 82 acc en L-Case  Pick&Click;PERCEUSE ;BOSCH;;299;
06019K3305;PERCEUSE VISSEUSE GSB 18V-45 2x3,0Ah GAL 18V-40 L;PERCEUSE ;BOSCH;;299;
06019H5305;Perceuse à Percussion GSB 18V-55 2x2,0Ah GAL 18V-40 LC;PERCEUSE ;BOSCH;;289;
06019H5301;Perceuse à Percussion GSB 18V-55 2x2,0Ah L;PERCEUSE ;BOSCH;;295;
06019H5300;Perceuse à Percussion GSB 18V-55 2x4,0Ah GAL 18V-40 L;PERCEUSE ;BOSCH;;349;
06019H530A;Perceuse à percussion GSB 18V-55 2 batteries 4,0Ah + GAL 18V-20 + 82 acc en L-case Pick&Click;PERCEUSE ;BOSCH;;379;
06019H5304;Perceuse à Percussion GSB 18V-55 2x4,0Ah PROCORE GAL 18V-40 L;PERCEUSE ;BOSCH;;375;
06019H5303;Perceuse à Percussion GSB 18V- 55 solo L;PERCEUSE ;BOSCH;;215;
06019H5302;Perceuse à Percussion GSB 18V-55 solo (C);PERCEUSE ;BOSCH;;195;
06019H5308;Perceuse à Percussions GSB 18V-55 1x2,0Ah 1x4,0Ah GAL 18V-20 + 82 acc  L-Case  Pick&Click;PERCEUSE ;BOSCH;;345;
06019G2109;Perceuse à Percussion GSB 18V-60C GBA 2x4,0Ah ProCore GAL 18V-40 L;PERCEUSE ;BOSCH;;415;
06019G210A;Perceuse à Percussion GSB 18V-60 C ProCORE18V 2x4,0Ah GAL 18V-40 CoMo L;PERCEUSE ;BOSCH;;425;
06019G210B;Perceuse à Percussion GSB 18V-60 C 2x5,0Ah GAL 18V-40 L;PERCEUSE ;BOSCH;;439;
06019G2103;Perceuse visseuse à percussion GSB 18V-60 C solo L C&G;PERCEUSE ;BOSCH;;265;
06019G2102;Perceuse à Percussion GSB 18V-60 C (C);PERCEUSE ;BOSCH;;245;
06019K6103;PERCEUSE VISSEUSE GSB 18V-90 C 2x4,0Ah GAL 18V-40 L;PERCEUSE ;BOSCH;;395;
06019K6104;PERCEUSE VISSEUSE GSB 18V-90 C 2x4,0Ah ProCore GAL 18V-40 L;PERCEUSE ;BOSCH;;419;
06019K6105;PERCEUSE VISSEUSE GSB 18V-90 C 2x4,0Ah ProCore GAL 18V-40 L Como;PERCEUSE ;BOSCH;;429;
06019K6106;PERCEUSE VISSEUSE GSB 18V-90 C 2x5,0Ah GAL 18V-40 L;PERCEUSE ;BOSCH;;419;
06019K6100;PERCEUSE VISSEUSE GSB 18V-90 C solo (C);PERCEUSE ;BOSCH;;245;
06019K6102;PERCEUSE VISSEUSE GSB 18V-90 C solo L;PERCEUSE ;BOSCH;;265;
06019G030C;Perceuse à Percussion GSB 18V-110 C ProCORE18V 2x4,0Ah GAL 18V-40 CoMo L;PERCEUSE ;BOSCH;;535;
06019G030B;Perceuse à Percussion GSB 18V-110 C ProCORE18V  2x4,0Ah GAL 18V-40 L;PERCEUSE ;BOSCH;;529;
06019G030D;Perceuse à Percussion GSB 18V-110 C 2x5,0Ah L;PERCEUSE ;BOSCH;;519;
06019G030A;Perceuse à Percussion GSB 18V-110 C solo L;PERCEUSE ;BOSCH;;289;
06019G0309;Perceuse à Percussion GSB 18V-110 C solo (C);PERCEUSE ;BOSCH;;265;
06019J5105;Perceuse à Percussion sans fil GSB 18V-150 C 2x8,0Ah GAL 1880 CV CoMo L;PERCEUSE ;BOSCH;;689;
06019J5102;Perceuse à Percussion sans fil GSB 18V-150 C solo L;PERCEUSE ;BOSCH;;359;
06019J5101;Perceuse à Percussion sans fil GSB 18V-150 C Solo (C);PERCEUSE ;BOSCH;;335;
06019N3300;Perceuse à percussion GSB 18V-65 solo (C);PERCEUSE ;BOSCH;;0;
06019N3301;Perceuse à percussion GSB 18V-65 solo L;PERCEUSE ;BOSCH;;0;
06019N3303;Perceuse à percussion GSB 18V-65 + batteries GBA 2x5,0Ah + chargeur GAL 18V-40 L;PERCEUSE ;BOSCH;;0;
06019N3306;Perceuse à percussion GSB 18V-65 + batteries ProCORE18V 2x4,0Ah LC;PERCEUSE ;BOSCH;;0;
06019N3307;Perceuse à percussion GSB 18V-65 + batteries ProCORE18V 2x4,0Ah LC;PERCEUSE ;BOSCH;;0;
06019N3308;Perceuse à percussion GSB 18V-65 + batteries ProCORE18V 3x4,0Ah  L;PERCEUSE ;BOSCH;;0;
0601217100;Perceuse à Percussion filaire GSB 13 RE (C);PERCEUSE ;BOSCH;;79;
0601217104;Perceuse à Percussion filaire GSB 13 RE (Coffret);PERCEUSE ;BOSCH;;99;
060114E500;Perceuse à Percussion filaire GSB 16 RE (Coffret);PERCEUSE ;BOSCH;;179;
060114E501;Perceuse à Percussion filaire GSB 16 RE 750W (Coffret);PERCEUSE ;BOSCH;;185;
060117C500;Perceuse à Percussion filaire GSB 19-2 REA + aspiration intégrée (Coffret);PERCEUSE ;BOSCH;;339;
060117B400;Perceuse à Percussion filaire  20-2 LC;PERCEUSE ;BOSCH;;219;
060119C700;Perceuse à Percussion filaire GSB 21-2 RCT  L ;PERCEUSE ;BOSCH;;289;
060119C801;Perceuse à Percussion filaire GSB 24-2 (Coffret);PERCEUSE ;BOSCH;;259;
060119C802;Perceuse à Percussion filaire GSB 24-2 + accessoires LC;PERCEUSE ;BOSCH;;275;
060118B000;Perceuse à Percussion filaire GSB 162-2 RE (Coffret);PERCEUSE ;BOSCH;;685;
0601132703;Perceuse filaire GWB 10 RE (C);PERCEUSE ;BOSCH;;409;
0601472600;Perceuse filaire GBM 6 RE (C);PERCEUSE ;BOSCH;;125;
0601473600;Perceuse filaire GBM 10 RE (C);PERCEUSE ;BOSCH;;139;
601049603;Perceuse filaire GBM 13 HRE (C);PERCEUSE ;BOSCH;;375;
06011B2001;Perceuse filaire GBM 13-2 RE  (C);PERCEUSE ;BOSCH;;279;
06011B2002;Perceuse filaire GBM 13-2 RE avec mandrin automatique (C);PERCEUSE ;BOSCH;;275;
06011B0000;Perceuse filaire GBM 1600RE (C);PERCEUSE ;BOSCH;;309;
0601120503;Perceuse filaire GBM 16-2 RE (C);PERCEUSE ;BOSCH;;825;
06011B4020;Perceuse filaire GBM 50-2 L;PERCEUSE ;BOSCH;;1545;
06019H2101;Tournevis sans fil Bosch GO 2 + 25 embouts + 1PH2 + adaptateur USB + cable USB LM;PERCEUSE ;BOSCH;;89;
06019H2201;Tournevis sans fil Bosch GO 3 + 8 embouts + porte embout + cable USB C;PERCEUSE ;BOSCH;;89;
060186810F;Perceuse-Visseuse GSR 12V-15 2x2,0Ah + chargeur GAL 12V-20  Sacoche;PERCEUSE ;BOSCH;;165;
601868109;Perceuse-Visseuse GSR 12V-15 2x2,0Ah + chargeur GAL 12V-40 L;PERCEUSE ;BOSCH;;199;
060186810E;Perceuse-Visseuse GSR 12V-15 2x2,0Ah L;PERCEUSE ;BOSCH;;175;
060186810D;Perceuse Visseuse GSR 12V-15 solo L;PERCEUSE ;BOSCH;;109;
0601868101;Perceuse Visseuse GSR 12V-15 (C);PERCEUSE ;BOSCH;;89;
0615990G6L;Perceuse visseuse GSR 12V-15 1x2,0Ah + 1x4,0Ah softbag;PERCEUSE ;BOSCH;;199;
060186810G;Perceuse-Visseuse sans-fil GSR 12V-15 + 2 batteries GBA 12V 2,0Ah +  GAL 12V-20 Coffret;PERCEUSE ;BOSCH;;169;
060186810H;Perceuse-Visseuse sans-fil GSR 12V-15 + 2 batteries GBA 12V 2,0Ah +  GAL 12V-20 sac;PERCEUSE ;BOSCH;;169;
060186810R;PERCEUSE VISSEUSE GSR 12V-15 + outillage à main;PERCEUSE ;BOSCH;;269;
06019G9004;Perceuse visseuse GSR 12V-30 2x2,0Ah GAL 12V-20 sacoche;PERCEUSE ;BOSCH;;169;
06019J9100;Visseuse sans fil GSR 12V-35 HX + batteries GBA 12V 2x3,0Ah + chargeur GAL 12V-40 L;PERCEUSE ;BOSCH;;295;
06019J9102;Perceuse visseuse GSR 12V-35 HX + batteries GBA 2x3,0Ah + chargeur GAL 12V-40 L ;PERCEUSE ;BOSCH;;175;
06019J9103;Perceuse visseuse GSR 12V-35 HX solo (C);PERCEUSE ;BOSCH;;155;
06019H8002;Perceuse Visseuse GSR 12V-35 2x3,0Ah GAL 12V-40 L;PERCEUSE ;BOSCH;;285;
06019H8001;Perceuse Visseuse GSR 12V-35 solo L;PERCEUSE ;BOSCH;;159;
06019H8000;Perceuse Visseuse GSR 12V-35 solo (C);PERCEUSE ;BOSCH;;139;
06019F6004;Perceuse visseuse GSR 12V-15 FC solo (C);PERCEUSE ;BOSCH;;115;
06019F6002;Perceuse-visseuse sans fil GSR 12V-15 FC solo + mandrin de perçage GFA 12-B L;PERCEUSE ;BOSCH;;155;
06019F6001;Perceuse-visseuse sans fil GSR 12V-15 FC + batteries GBA 12V 2x2,0Ah + chargeur GAL 12V-40 + mandrin de perçage GFA 12-B L;PERCEUSE ;BOSCH;;239;
06019F6006;Perceuse-visseuse sans fil GSR 12V-15 FC + batteries GBA 12V 2x2,0Ah + chargeur GAL 12V-40 + mandrin de perçage GFA 12-B + renvoi d'angle GFA 12-W + porte-embout excentré GFA 12-E (coffret);PERCEUSE ;BOSCH;;269;
06019F6000;Perceuse-visseuse sans fil GSR 12V-15 FC + batteries GBA 12V 2x2,0Ah + chargeur GAL 12V-40 + mandrin de perçage GFA 12-B + renvoi d'angle GFA 12-W + porte-embout excentré GFA 12-E + renvoi d'angle GFA 12-X L;PERCEUSE ;BOSCH;;319;
06019H3004;Perceuse-visseuse sans fil FlexiClick GSR 12V-35 FC solo (C);PERCEUSE ;BOSCH;;145;
06019H3002;Perceuse-visseuse sans fil FlexiClick GSR 12V-35 FC solo + mandrin de perçage GFA 12-B L;PERCEUSE ;BOSCH;;195;
06019H3003;Perceuse-visseuse sans fil FlexiClick GSR 12V-35 FC solo +mandrin de perçage GFA 12-B + renvoi d'angle GFA 12-W + porte-embout excentré GFA 12-E + renvoi d'angle GFA 12-X L;PERCEUSE ;BOSCH;;285;
06019H300B;PERCEUSE VISSEUSE GSR 12V-35 FC GFA 12-H GFA 12-B L;PERCEUSE ;BOSCH;;309;
06019H3001;Perceuse-visseuse sans fil FlexiClick GSR 12V-35 FC + batteries GBA 2x3,0Ah + chargeur GAL 12V-40 + mandrin de perçage GFA 12-B L;PERCEUSE ;BOSCH;;315;
06019H3000;Perceuse-visseuse sans fil FlexiClick GSR 12V-35 FC + batteries GBA 2x3,0Ah + chargeur GAL 12V-40 + mandrin de perçage GFA 12-B + renvoi d'angle GFA 12-W + porte-embout excentré GFA 12-E + renvoi d'angle GFA 12-X L;PERCEUSE ;BOSCH;;389;
06019H3009;PERCEUSE VISSEUSE GSR 12V-35 FC 2x3,0 Ah, GAL 12V-40, GFA 12-H, GFA 12-B, L;PERCEUSE ;BOSCH;;425;
06019H3008;PERCEUSE VISSEUSE GSR 12V-35 FC 2x3,0 Ah  GAL 12V-40 GFA 12-H GFA 12-B GFA 12-W GFA 12-E GFA 12-X L;PERCEUSE ;BOSCH;;505;
1600A00F5J;Adaptateur système Flexiclic GFA 12-X  renvoi d'angle pour GSR 12V-15 FC (C) ;PERCEUSE ;BOSCH;;25;
1600A00F5H;Adaptateur système Flexiclic GFA 12-B  mandrin de perçage pour GSR 12V-15 FC (C);PERCEUSE ;BOSCH;;39;
1600A00F5K;Adaptateur système Flexiclic GFA 12-W  renvoi d'angle pour GSR 12V-15 FC (C) ;PERCEUSE ;BOSCH;;39;
1600A00F5L;Adaptateur système Flexiclic GFA 12-E- mandrin excentré pour GSR 12V-15 FC (C);PERCEUSE ;BOSCH;;39;
1600A024LN;Adaptateur système Flexiclic GFA 12-H  mandrin perforateur SDS + (C);PERCEUSE ;BOSCH;;135;
1600A013P6;Adaptateur système Flexiclic GFA 18-M mandrin métal pour GSR 18V-60 FC (C);PERCEUSE ;BOSCH;;79;
1600A001SK;Adaptateur système Flexiclic GWA 18-WB  renvoi d'angle pour GSR 18V-60 FC (C);PERCEUSE ;BOSCH;;79;
1600A001SL;Adaptateur système Flexiclic GFA 18-B  mandrin ø13 mm pour GSR 18V-60 FC (C);PERCEUSE ;BOSCH;;79;
1600A013P7;Adaptateur système Flexiclic GFA 18-W renvoi d'angle pour GSR 18V-60 FC (C);PERCEUSE ;BOSCH;;79;
1600A001SJ;Adaptateur système Flexiclic GFA 18-E  mandrin excentré pour GSR 18V-60 FC (C);PERCEUSE ;BOSCH;;79;
1600A003NF;Adaptateur système Flexiclic GFA 18-H mandrin perforateur SDS+ pour GSR 18V-60 FC (C) ;PERCEUSE ;BOSCH;;145;
1600A02EP6;GFA 18-WM - renvoi d'angle pour GSR 18V-90 FC (C);PERCEUSE ;BOSCH;;89;
06019B7305;Perceuse Visseuse GSR 18-2-LI 2x2,0Ah GAL 1820 LC;PERCEUSE ;BOSCH;;205;
0615990L8C;Perceuse-Visseuse sans-fil GSR 18-2-LI + 3 batteries GBA 18V 2,0Ah +  GAL 18V-20 LC;PERCEUSE ;BOSCH;;239;
06019H100A;Perceuse Visseuse GSR 18V-21 2x2,0Ah  GAL 18V-20 LC;PERCEUSE ;BOSCH;;219;
06019H1008;Perceuse Visseuse GSR 18V-21 2x2,0Ah GAL 18V-40 L ;PERCEUSE ;BOSCH;;235;
0615990L88;Perceuse-Visseuse sans-fil GSR 18V-21 + 3 batteries GBA 18V 2,0Ah +  GAL 18V-20 LC;PERCEUSE ;BOSCH;;249;
06019H100C;Perceuse visseuse GSR 18V-21 2 batteries 4,0Ah + GAL 18V-20 + 82 acc  L-case Pick&Click;PERCEUSE ;BOSCH;;309;
06019H1071;Perceuse visseuse GSR 18V-21 solo (C);PERCEUSE ;BOSCH;;135;
06019H1009;Perceuse Visseuse GSR 18V-21 solo L;PERCEUSE ;BOSCH;;155;
06019H4109;Perceuse visseuse GSR 18V-28 2x2,0Ah GAL1820 LC;PERCEUSE ;BOSCH;;259;
0615990L7K;"PERCEUSE VISSEUSE GSR 18V-28 (2x3,0Ah; AL 1820; L)";PERCEUSE ;BOSCH;;275;
0615990L89;Perceuse-visseuse sans fil GSR 18V-28 + 3 batteries GBA 18V 3,0Ah + GAL 18V-20 LC;PERCEUSE ;BOSCH;;329;
06019E610C;Perceuse visseuse GSR 18V-28 2 batteries 4,0Ah + GAL 18V-20 + 82 acc  L-case Pick&Click;PERCEUSE ;BOSCH;;339;
06019H4100;Perceuse Visseuse GSR 18V-28 solo (C);PERCEUSE ;BOSCH;;169;
06019H4108;Perceuse visseuse GSR 18V-28 solo L ;PERCEUSE ;BOSCH;;195;
06019K3200;PERCEUSE VISSEUSE GSR 18V-45 solo (C);PERCEUSE ;BOSCH;;165;
06019K3201;PERCEUSE VISSEUSE GSR 18V-45 solo L;PERCEUSE ;BOSCH;;185;
06019K3202;PERCEUSE VISSEUSE GSR 18V-45 2x2,0Ah GAL 18V-20 LC;PERCEUSE ;BOSCH;;249;
06019K3203;PERCEUSE VISSEUSE GSR 18V-45 2x2,0Ah GAL 18V-20 L;PERCEUSE ;BOSCH;;255;
06019K3204;PERCEUSE VISSEUSE GSR 18V-45 2x3,0Ah GAL 18V-40 L;PERCEUSE ;BOSCH;;289;
06019K3205;PERCEUSE VISSEUSE GSR 18V-45 2x2,0Ah GAL 18V-20 + 82 acc en L-Case  Pick&Click;PERCEUSE ;BOSCH;;289;
06019H5205;Perceuse Visseuse GSR 18V-55 2x2,0Ah LC;PERCEUSE ;BOSCH;;279;
0615990L8A;Perceuse Visseuse GSR 18V-55 2x3,0Ah L;PERCEUSE ;BOSCH;;289;
06019H5200;Perceuse Visseuse GSR 18V-55 2x4,0Ah L;PERCEUSE ;BOSCH;;339;
06019H5209;Perceuse Visseuse GSR 18V-55 2 batteries 4,0Ah + GAL 18V-20 + 82 acc  L-case Pick&Click;PERCEUSE ;BOSCH;;365;
06019H5204;Perceuse Visseuse GSR 18V-55 2x4,0Ah ProCore L;PERCEUSE ;BOSCH;;365;
0615A5002P;"PERCEUSE VISSEUSE GSR 18V-55 (3xProCORE18V 4,0Ah; GAL 18V-40) LC";PERCEUSE ;BOSCH;;379;
0615990L8B;Perceuse Visseuse GSR 18V-55 3x4,0Ah L;PERCEUSE ;BOSCH;;375;
0615990L8D;Perceuse-visseuse sans-fil GSR 18V-55 + 3 batteries GBA 18V 5,0Ah + GAL 18V-40 L;PERCEUSE ;BOSCH;;439;
06019H5203;Perceuse Visseuse GSR 18V-55 solo L;PERCEUSE ;BOSCH;;205;
06019H5202;Perceuse Visseuse GSR 18V-55 SOLO (C);PERCEUSE ;BOSCH;;185;
06019G110A;Perceuse Visseuse GSR 18V-60 C 2x4,0Ah GAL 18V-40 L;PERCEUSE ;BOSCH;;385;
06019G110B;Perceuse Visseuse GSR 18V-60 C 2x4,0Ah GAL 18V-40 L;PERCEUSE ;BOSCH;;405;
06019G110C;Perceuse visseuse GSR 18V-60 C 2x4,0Ah GAL 18V-40  L;PERCEUSE ;BOSCH;;415;
0615990L8E;PERCEUSE VISSEUSE GSR 18V-60 C 3x5,0Ah GAL 18V-40 L;PERCEUSE ;BOSCH;;449;
06019G1103;Perceuse Visseuse GSR 18V-60 C solo  L;PERCEUSE ;BOSCH;;249;
06019G1102;Perceuse Visseuse GSR 18V-60 C Solo (C);PERCEUSE ;BOSCH;;229;
06019G7100;Perceuse-visseuse sans fil Flexiclick GSR 18V-60 FC + batteries GBA 2x5,0Ah L;PERCEUSE ;BOSCH;;749;
06019G7101;Perceuse-visseuse sans fil Flexiclick GSR 18V-60 FC + batteries GBA 2x5,0Ah L;PERCEUSE ;BOSCH;;535;
06019G7106;Perceuse-visseuse sans fil Flexiclick GSR 18V-60 FC  + batteries ProCORE 18V 2x4,0Ah + chargeur GAL 1880 CV L;PERCEUSE ;BOSCH;;765;
06019G7103;Perceuse-visseuse sans fil Flexiclick GSR 18V-60 FC solo L;PERCEUSE ;BOSCH;;389;
06019G7102;Perceuse-visseuse sans fil Flexiclick GSR 18V-60 FC solo L;PERCEUSE ;BOSCH;;279;
06019K6003;PERCEUSE VISSEUSE GSR 18V-90 C 2x4,0Ah GAL 18V-40 L;PERCEUSE ;BOSCH;;385;
